order_id,DateKey,YearMonth,Year,MonthNumber,product_id,supplier_id,supplier_name,warehouse_id,category_name,abc_class,region,country_of_origin,quantity_ordered,unit_cost_gbp,total_cost_gbp,lead_time_days,transport_mode,weight_kg_total,is_urgent_order,order_status,lead_time_performance
PO-000256,20250727,2025-07,2025,7,PRD-00014,SUP-002,EuroFast GmbH,WH-001,Household Essentials,A,EUROPEAN,Germany,300,7.37,2211.0,11,ROAD,295.8,False,DELIVERED,On Time
PO-000257,20250822,2025-08,2025,8,PRD-00014,SUP-002,EuroFast GmbH,WH-002,Household Essentials,A,EUROPEAN,Germany,300,7.89,2367.0,10,ROAD,295.8,False,DELIVERED,On Time
PO-000258,20250926,2025-09,2025,9,PRD-00014,SUP-002,EuroFast GmbH,WH-003,Household Essentials,A,EUROPEAN,Germany,300,7.23,2169.0,12,ROAD,295.8,False,DELIVERED,On Time
PO-000259,20251028,2025-10,2025,10,PRD-00014,SUP-002,EuroFast GmbH,WH-001,Household Essentials,A,EUROPEAN,Germany,300,7.51,2253.0,9,ROAD,295.8,False,DELIVERED,On Time
PO-000260,20251123,2025-11,2025,11,PRD-00014,SUP-002,EuroFast GmbH,WH-002,Household Essentials,A,EUROPEAN,Germany,400,7.58,3032.0,10,ROAD,394.4,False,DELIVERED,On Time
PO-000261,20251225,2025-12,2025,12,PRD-00014,SUP-002,EuroFast GmbH,WH-003,Household Essentials,A,EUROPEAN,Germany,400,7.59,3036.0,7,ROAD,394.4,False,DELIVERED,Early (>5d)
PO-000262,20240125,2024-01,2024,1,PRD-00015,SUP-002,EuroFast GmbH,WH-001,Household Essentials,C,EUROPEAN,Germany,336,2.41,809.76,10,ROAD,256.7,False,DELIVERED,On Time
PO-000263,20240330,2024-03,2024,3,PRD-00015,SUP-002,EuroFast GmbH,WH-002,Household Essentials,C,EUROPEAN,Germany,384,2.48,952.32,9,ROAD,293.38,False,DELIVERED,On Time
PO-000264,20240531,2024-05,2024,5,PRD-00015,SUP-002,EuroFast GmbH,WH-002,Household Essentials,C,EUROPEAN,Germany,432,2.44,1054.08,7,ROAD,330.05,False,DELIVERED,Early (>5d)
PO-000265,20240726,2024-07,2024,7,PRD-00015,SUP-002,EuroFast GmbH,WH-001,Household Essentials,C,EUROPEAN,Germany,480,2.4,1152.0,7,ROAD,366.72,False,DELIVERED,Early (>5d)
PO-000266,20240925,2024-09,2024,9,PRD-00015,SUP-002,EuroFast GmbH,WH-003,Household Essentials,C,EUROPEAN,Germany,432,2.58,1114.56,11,ROAD,330.05,False,DELIVERED,On Time
PO-000267,20241127,2024-11,2024,11,PRD-00015,SUP-002,EuroFast GmbH,WH-001,Household Essentials,C,EUROPEAN,Germany,576,2.4,1382.4,8,ROAD,440.06,False,DELIVERED,On Time
PO-000268,20250126,2025-01,2025,1,PRD-00015,SUP-002,EuroFast GmbH,WH-001,Household Essentials,C,EUROPEAN,Germany,336,2.46,826.56,8,ROAD,256.7,False,DELIVERED,On Time
PO-000269,20250331,2025-03,2025,3,PRD-00015,SUP-002,EuroFast GmbH,WH-002,Household Essentials,C,EUROPEAN,Germany,384,2.39,917.76,9,ROAD,293.38,False,DELIVERED,On Time
PO-000270,20250531,2025-05,2025,5,PRD-00015,SUP-002,EuroFast GmbH,WH-002,Household Essentials,C,EUROPEAN,Germany,432,2.46,1062.72,10,ROAD,330.05,False,DELIVERED,On Time
PO-000271,20250726,2025-07,2025,7,PRD-00015,SUP-002,EuroFast GmbH,WH-003,Household Essentials,C,EUROPEAN,Germany,480,2.48,1190.4,7,ROAD,366.72,False,DELIVERED,Early (>5d)
PO-000272,20250928,2025-09,2025,9,PRD-00015,SUP-002,EuroFast GmbH,WH-003,Household Essentials,C,EUROPEAN,Germany,432,2.47,1067.04,10,ROAD,330.05,False,DELIVERED,On Time
PO-000273,20251201,2025-12,2025,12,PRD-00015,SUP-002,EuroFast GmbH,WH-003,Household Essentials,C,EUROPEAN,Germany,624,2.39,1491.36,11,ROAD,476.74,False,DELIVERED,On Time
PO-000274,20240117,2024-01,2024,1,PRD-00016,SUP-005,NordicSupply AS,WH-003,Personal Care,B,EUROPEAN,Sweden,240,4.21,1010.4,8,ROAD,148.8,False,DELIVERED,On Time
PO-000275,20240306,2024-03,2024,3,PRD-00016,SUP-005,NordicSupply AS,WH-002,Personal Care,B,EUROPEAN,Sweden,300,4.01,1203.0,8,ROAD,186.0,False,DELIVERED,On Time
PO-000276,20240421,2024-04,2024,4,PRD-00016,SUP-005,NordicSupply AS,WH-001,Personal Care,B,EUROPEAN,Sweden,312,4.19,1307.28,8,ROAD,193.44,False,DELIVERED,On Time
PO-000277,20240609,2024-06,2024,6,PRD-00016,SUP-005,NordicSupply AS,WH-003,Personal Care,B,EUROPEAN,Sweden,348,4.2,1461.6,10,ROAD,215.76,False,DELIVERED,On Time
PO-000278,20240723,2024-07,2024,7,PRD-00016,SUP-005,NordicSupply AS,WH-001,Personal Care,B,EUROPEAN,Sweden,360,4.16,1497.6,10,ROAD,223.2,False,DELIVERED,On Time
PO-000279,20240910,2024-09,2024,9,PRD-00016,SUP-005,NordicSupply AS,WH-003,Personal Care,B,EUROPEAN,Sweden,324,4.22,1367.28,10,ROAD,200.88,False,DELIVERED,On Time
PO-000280,20241029,2024-10,2024,10,PRD-00016,SUP-005,NordicSupply AS,WH-003,Personal Care,B,EUROPEAN,Sweden,360,4.32,1555.2,8,ROAD,223.2,False,DELIVERED,On Time
PO-000281,20241218,2024-12,2024,12,PRD-00016,SUP-005,NordicSupply AS,WH-002,Personal Care,B,EUROPEAN,Sweden,492,4.39,2159.88,10,ROAD,305.04,False,DELIVERED,On Time
PO-000282,20250206,2025-02,2025,2,PRD-00016,SUP-005,NordicSupply AS,WH-003,Personal Care,B,EUROPEAN,Sweden,264,4.21,1111.44,8,ROAD,163.68,False,DELIVERED,On Time
PO-000283,20250324,2025-03,2025,3,PRD-00016,SUP-005,NordicSupply AS,WH-002,Personal Care,B,EUROPEAN,Sweden,300,4.24,1272.0,12,ROAD,186.0,False,DELIVERED,On Time
PO-000284,20250513,2025-05,2025,5,PRD-00016,SUP-005,NordicSupply AS,WH-003,Personal Care,B,EUROPEAN,Sweden,324,4.21,1364.04,10,ROAD,200.88,False,DELIVERED,On Time
PO-000285,20250628,2025-06,2025,6,PRD-00016,SUP-005,NordicSupply AS,WH-002,Personal Care,B,EUROPEAN,Sweden,348,4.26,1482.48,13,ROAD,215.76,False,DELIVERED,Slightly Late (<5d)
PO-000286,20250812,2025-08,2025,8,PRD-00016,SUP-005,NordicSupply AS,WH-001,Personal Care,B,EUROPEAN,Sweden,348,4.3,1496.4,13,ROAD,215.76,False,DELIVERED,Slightly Late (<5d)
PO-000287,20250926,2025-09,2025,9,PRD-00016,SUP-005,NordicSupply AS,WH-003,Personal Care,B,EUROPEAN,Sweden,324,4.16,1347.84,10,ROAD,200.88,False,DELIVERED,On Time
PO-000288,20251105,2025-11,2025,11,PRD-00016,SUP-005,NordicSupply AS,WH-003,Personal Care,B,EUROPEAN,Sweden,444,4.1,1820.4,11,ROAD,275.28,False,DELIVERED,On Time
PO-000289,20251223,2025-12,2025,12,PRD-00016,SUP-005,NordicSupply AS,WH-002,Personal Care,B,EUROPEAN,Sweden,492,4.25,2091.0,10,ROAD,305.04,False,IN_TRANSIT,On Time
PO-000290,20240109,2024-01,2024,1,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,108,14.07,1519.56,10,ROAD,23.65,False,DELIVERED,On Time
PO-000291,20240206,2024-02,2024,2,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,114,13.98,1593.72,11,ROAD,24.97,False,DELIVERED,On Time
PO-000292,20240304,2024-03,2024,3,PRD-00017,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,126,14.16,1784.16,10,ROAD,27.59,False,DELIVERED,On Time
PO-000293,20240406,2024-04,2024,4,PRD-00017,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,132,13.99,1846.68,13,ROAD,28.91,False,DELIVERED,Slightly Late (<5d)
PO-000294,20240511,2024-05,2024,5,PRD-00017,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,138,14.69,2027.22,12,SEA,30.22,True,DELIVERED,On Time
PO-000295,20240608,2024-06,2024,6,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,144,14.83,2135.52,14,ROAD,31.54,False,DELIVERED,Slightly Late (<5d)
PO-000296,20240712,2024-07,2024,7,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,156,14.33,2235.48,9,ROAD,34.16,False,DELIVERED,On Time
PO-000297,20240808,2024-08,2024,8,PRD-00017,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,144,13.95,2008.8,12,ROAD,31.54,False,DELIVERED,On Time
PO-000298,20240908,2024-09,2024,9,PRD-00017,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,138,14.07,1941.66,11,ROAD,30.22,False,DELIVERED,On Time
PO-000299,20241010,2024-10,2024,10,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,156,14.42,2249.52,12,SEA,34.16,True,DELIVERED,On Time
PO-000300,20241108,2024-11,2024,11,PRD-00017,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,192,13.98,2684.16,13,ROAD,42.05,False,DELIVERED,Slightly Late (<5d)
PO-000301,20241209,2024-12,2024,12,PRD-00017,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,210,14.25,2992.5,10,ROAD,45.99,False,DELIVERED,On Time
PO-000302,20250112,2025-01,2025,1,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,108,14.2,1533.6,12,ROAD,23.65,False,DELIVERED,On Time
PO-000303,20250210,2025-02,2025,2,PRD-00017,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,114,13.81,1574.34,12,SEA,24.97,True,DELIVERED,On Time
PO-000304,20250310,2025-03,2025,3,PRD-00017,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,126,14.34,1806.84,9,ROAD,27.59,False,DELIVERED,On Time
PO-000305,20250413,2025-04,2025,4,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,132,14.3,1887.6,12,ROAD,28.91,False,DELIVERED,On Time
PO-000306,20250509,2025-05,2025,5,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,138,14.0,1932.0,11,ROAD,30.22,False,DELIVERED,On Time
PO-000307,20250608,2025-06,2025,6,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,144,14.25,2052.0,9,ROAD,31.54,False,DELIVERED,On Time
PO-000308,20250708,2025-07,2025,7,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,156,14.08,2196.48,13,SEA,34.16,True,DELIVERED,Slightly Late (<5d)
PO-000309,20250805,2025-08,2025,8,PRD-00017,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,144,14.05,2023.2,12,SEA,31.54,True,DELIVERED,On Time
PO-000310,20250831,2025-08,2025,8,PRD-00017,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,144,13.98,2013.12,12,SEA,31.54,True,DELIVERED,On Time
PO-000311,20251003,2025-10,2025,10,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,156,13.65,2129.4,8,ROAD,34.16,False,DELIVERED,On Time
PO-000312,20251030,2025-10,2025,10,PRD-00017,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,156,14.44,2252.64,8,ROAD,34.16,False,DELIVERED,On Time
PO-000313,20251125,2025-11,2025,11,PRD-00017,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,192,14.15,2716.8,8,ROAD,42.05,False,DELIVERED,On Time
PO-000314,20251227,2025-12,2025,12,PRD-00017,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,210,13.97,2933.7,11,ROAD,45.99,False,IN_TRANSIT,On Time
PO-000315,20240116,2024-01,2024,1,PRD-00018,SUP-002,EuroFast GmbH,WH-001,Personal Care,A,EUROPEAN,Germany,100,16.3,1630.0,8,ROAD,42.0,False,DELIVERED,On Time
PO-000316,20240219,2024-02,2024,2,PRD-00018,SUP-002,EuroFast GmbH,WH-001,Personal Care,A,EUROPEAN,Germany,100,15.79,1579.0,9,ROAD,42.0,False,DELIVERED,On Time
PO-000317,20240323,2024-03,2024,3,PRD-00018,SUP-002,EuroFast GmbH,WH-003,Personal Care,A,EUROPEAN,Germany,100,16.19,1619.0,9,ROAD,42.0,False,DELIVERED,On Time
PO-000318,20240421,2024-04,2024,4,PRD-00018,SUP-002,EuroFast GmbH,WH-002,Personal Care,A,EUROPEAN,Germany,100,16.07,1607.0,8,ROAD,42.0,False,DELIVERED,On Time
PO-000319,20240518,2024-05,2024,5,PRD-00018,SUP-002,EuroFast GmbH,WH-003,Personal Care,A,EUROPEAN,Germany,100,16.43,1643.0,8,ROAD,42.0,False,DELIVERED,On Time
PO-000320,20240613,2024-06,2024,6,PRD-00018,SUP-002,EuroFast GmbH,WH-002,Personal Care,A,EUROPEAN,Germany,100,15.76,1576.0,7,ROAD,42.0,False,DELIVERED,Early (>5d)
PO-000321,20240718,2024-07,2024,7,PRD-00018,SUP-002,EuroFast GmbH,WH-002,Personal Care,A,EUROPEAN,Germany,100,16.03,1603.0,11,RAIL,42.0,True,DELIVERED,On Time
PO-000322,20240816,2024-08,2024,8,PRD-00018,SUP-002,EuroFast GmbH,WH-001,Personal Care,A,EUROPEAN,Germany,100,16.31,1631.0,7,ROAD,42.0,False,DELIVERED,Early (>5d)
PO-000323,20240914,2024-09,2024,9,PRD-00018,SUP-002,EuroFast GmbH,WH-001,Personal Care,A,EUROPEAN,Germany,100,15.45,1545.0,8,ROAD,42.0,False,DELIVERED,On Time
PO-000324,20241019,2024-10,2024,10,PRD-00018,SUP-002,EuroFast GmbH,WH-001,Personal Care,A,EUROPEAN,Germany,100,16.21,1621.0,9,ROAD,42.0,False,DELIVERED,On Time
PO-000325,20241113,2024-11,2024,11,PRD-00018,SUP-002,EuroFast GmbH,WH-001,Personal Care,A,EUROPEAN,Germany,200,16.53,3306.0,7,ROAD,84.0,False,DELIVERED,Early (>5d)
PO-000326,20241218,2024-12,2024,12,PRD-00018,SUP-002,EuroFast GmbH,WH-002,Personal Care,A,EUROPEAN,Germany,200,16.44,3288.0,8,ROAD,84.0,False,DELIVERED,On Time
PO-000327,20250119,2025-01,2025,1,PRD-00018,SUP-002,EuroFast GmbH,WH-003,Personal Care,A,EUROPEAN,Germany,100,16.09,1609.0,8,ROAD,42.0,False,DELIVERED,On Time
PO-000328,20250218,2025-02,2025,2,PRD-00018,SUP-002,EuroFast GmbH,WH-001,Personal Care,A,EUROPEAN,Germany,100,16.28,1628.0,7,ROAD,42.0,False,DELIVERED,Early (>5d)
PO-000329,20250315,2025-03,2025,3,PRD-00018,SUP-002,EuroFast GmbH,WH-003,Personal Care,A,EUROPEAN,Germany,100,16.25,1625.0,9,ROAD,42.0,False,DELIVERED,On Time
PO-000330,20250416,2025-04,2025,4,PRD-00018,SUP-002,EuroFast GmbH,WH-003,Personal Care,A,EUROPEAN,Germany,100,16.13,1613.0,8,ROAD,42.0,False,DELIVERED,On Time
PO-000331,20250517,2025-05,2025,5,PRD-00018,SUP-002,EuroFast GmbH,WH-002,Personal Care,A,EUROPEAN,Germany,100,15.87,1587.0,9,ROAD,42.0,False,DELIVERED,On Time
PO-000332,20250614,2025-06,2025,6,PRD-00018,SUP-002,EuroFast GmbH,WH-002,Personal Care,A,EUROPEAN,Germany,100,16.05,1605.0,11,RAIL,42.0,True,DELIVERED,On Time
PO-000333,20250715,2025-07,2025,7,PRD-00018,SUP-002,EuroFast GmbH,WH-003,Personal Care,A,EUROPEAN,Germany,100,16.18,1618.0,8,ROAD,42.0,False,DELIVERED,On Time
PO-000334,20250819,2025-08,2025,8,PRD-00018,SUP-002,EuroFast GmbH,WH-002,Personal Care,A,EUROPEAN,Germany,100,16.23,1623.0,7,ROAD,42.0,False,DELIVERED,Early (>5d)
PO-000335,20250920,2025-09,2025,9,PRD-00018,SUP-002,EuroFast GmbH,WH-001,Personal Care,A,EUROPEAN,Germany,100,16.07,1607.0,11,RAIL,42.0,True,DELIVERED,On Time
PO-000336,20251022,2025-10,2025,10,PRD-00018,SUP-002,EuroFast GmbH,WH-002,Personal Care,A,EUROPEAN,Germany,100,16.08,1608.0,7,ROAD,42.0,False,DELIVERED,Early (>5d)
PO-000337,20251117,2025-11,2025,11,PRD-00018,SUP-002,EuroFast GmbH,WH-001,Personal Care,A,EUROPEAN,Germany,200,16.0,3200.0,12,ROAD,84.0,False,DELIVERED,On Time
PO-000338,20251216,2025-12,2025,12,PRD-00018,SUP-002,EuroFast GmbH,WH-001,Personal Care,A,EUROPEAN,Germany,200,16.37,3274.0,10,ROAD,84.0,False,DELIVERED,On Time
PO-000339,20240107,2024-01,2024,1,PRD-00019,SUP-003,AsiaSource Co,WH-002,Personal Care,C,INTERCONTINENTAL,China,228,2.5,570.0,18,SEA,181.72,False,DELIVERED,Late (>5d)
PO-000340,20240312,2024-03,2024,3,PRD-00019,SUP-003,AsiaSource Co,WH-003,Personal Care,C,INTERCONTINENTAL,China,270,2.52,680.4,29,SEA,215.19,False,DELIVERED,Late (>5d)
PO-000341,20240514,2024-05,2024,5,PRD-00019,SUP-003,AsiaSource Co,WH-002,Personal Care,C,INTERCONTINENTAL,China,300,2.43,729.0,35,SEA,239.1,False,DELIVERED,Late (>5d)
PO-000342,20240718,2024-07,2024,7,PRD-00019,SUP-003,AsiaSource Co,WH-003,Personal Care,C,INTERCONTINENTAL,China,336,2.43,816.48,32,SEA,267.79,False,DELIVERED,Late (>5d)
PO-000343,20240920,2024-09,2024,9,PRD-00019,SUP-003,AsiaSource Co,WH-002,Personal Care,C,INTERCONTINENTAL,China,300,2.53,759.0,19,SEA,239.1,False,DELIVERED,Late (>5d)
PO-000344,20241118,2024-11,2024,11,PRD-00019,SUP-003,AsiaSource Co,WH-003,Personal Care,C,INTERCONTINENTAL,China,408,2.47,1007.76,22,SEA,325.18,False,DELIVERED,Late (>5d)
PO-000345,20250118,2025-01,2025,1,PRD-00019,SUP-003,AsiaSource Co,WH-002,Personal Care,C,INTERCONTINENTAL,China,228,2.48,565.44,28,SEA,181.72,False,DELIVERED,Late (>5d)
PO-000346,20250319,2025-03,2025,3,PRD-00019,SUP-003,AsiaSource Co,WH-003,Personal Care,C,INTERCONTINENTAL,China,270,2.39,645.3,18,SEA,215.19,False,DELIVERED,Late (>5d)
PO-000347,20250522,2025-05,2025,5,PRD-00019,SUP-003,AsiaSource Co,WH-002,Personal Care,C,INTERCONTINENTAL,China,300,2.37,711.0,18,SEA,239.1,False,DELIVERED,Late (>5d)
PO-000348,20250721,2025-07,2025,7,PRD-00019,SUP-003,AsiaSource Co,WH-003,Personal Care,C,INTERCONTINENTAL,China,336,2.4,806.4,23,SEA,267.79,False,DELIVERED,Late (>5d)
PO-000349,20250919,2025-09,2025,9,PRD-00019,SUP-003,AsiaSource Co,WH-003,Personal Care,C,INTERCONTINENTAL,China,300,2.48,744.0,24,SEA,239.1,False,DELIVERED,Late (>5d)
PO-000350,20251117,2025-11,2025,11,PRD-00019,SUP-003,AsiaSource Co,WH-001,Personal Care,C,INTERCONTINENTAL,China,408,2.52,1028.16,19,SEA,325.18,False,DELIVERED,Late (>5d)
PO-000351,20240124,2024-01,2024,1,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,168,8.15,1369.2,8,ROAD,94.58,False,DELIVERED,On Time
PO-000352,20240224,2024-02,2024,2,PRD-00020,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,180,7.57,1362.6,8,ROAD,101.34,False,DELIVERED,On Time
PO-000353,20240324,2024-03,2024,3,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,204,7.9,1611.6,10,ROAD,114.85,False,DELIVERED,On Time
PO-000354,20240419,2024-04,2024,4,PRD-00020,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,216,8.0,1728.0,9,ROAD,121.61,False,DELIVERED,On Time
PO-000355,20240519,2024-05,2024,5,PRD-00020,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,228,8.31,1894.68,11,ROAD,128.36,False,DELIVERED,On Time
PO-000356,20240621,2024-06,2024,6,PRD-00020,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,240,8.27,1984.8,10,ROAD,135.12,False,DELIVERED,On Time
PO-000357,20240717,2024-07,2024,7,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,252,8.09,2038.68,12,ROAD,141.88,False,DELIVERED,On Time
PO-000358,20240811,2024-08,2024,8,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,240,7.82,1876.8,12,SEA,135.12,True,DELIVERED,On Time
PO-000359,20240910,2024-09,2024,9,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,228,7.87,1794.36,10,ROAD,128.36,False,DELIVERED,On Time
PO-000360,20241015,2024-10,2024,10,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,252,8.13,2048.76,12,ROAD,141.88,False,DELIVERED,On Time
PO-000361,20241113,2024-11,2024,11,PRD-00020,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,306,7.91,2420.46,10,ROAD,172.28,False,DELIVERED,On Time
PO-000362,20241216,2024-12,2024,12,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,342,8.11,2773.62,12,ROAD,192.55,False,DELIVERED,On Time
PO-000363,20250112,2025-01,2025,1,PRD-00020,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,168,8.13,1365.84,9,ROAD,94.58,False,DELIVERED,On Time
PO-000364,20250206,2025-02,2025,2,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,180,7.97,1434.6,9,ROAD,101.34,False,DELIVERED,On Time
PO-000365,20250308,2025-03,2025,3,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,204,8.23,1678.92,10,ROAD,114.85,False,DELIVERED,On Time
PO-000366,20250402,2025-04,2025,4,PRD-00020,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,216,7.97,1721.52,10,ROAD,121.61,False,DELIVERED,On Time
PO-000367,20250427,2025-04,2025,4,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,216,7.97,1721.52,11,ROAD,121.61,False,DELIVERED,On Time
PO-000368,20250527,2025-05,2025,5,PRD-00020,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,228,8.0,1824.0,8,ROAD,128.36,False,DELIVERED,On Time
PO-000369,20250628,2025-06,2025,6,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,240,7.77,1864.8,10,ROAD,135.12,False,DELIVERED,On Time
PO-000370,20250724,2025-07,2025,7,PRD-00020,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,252,8.22,2071.44,9,ROAD,141.88,False,DELIVERED,On Time
PO-000371,20250827,2025-08,2025,8,PRD-00020,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,240,8.05,1932.0,11,ROAD,135.12,False,DELIVERED,On Time
PO-000372,20250921,2025-09,2025,9,PRD-00020,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,228,8.36,1906.08,12,SEA,128.36,True,DELIVERED,On Time
PO-000373,20251024,2025-10,2025,10,PRD-00020,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,252,8.23,2073.96,12,ROAD,141.88,False,DELIVERED,On Time
PO-000374,20251119,2025-11,2025,11,PRD-00020,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,306,7.76,2374.56,8,ROAD,172.28,False,DELIVERED,On Time
PO-000375,20251215,2025-12,2025,12,PRD-00020,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,342,7.79,2664.18,9,ROAD,192.55,False,DELIVERED,On Time
PO-000376,20240103,2024-01,2024,1,PRD-00021,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,120,9.87,1184.4,18,SEA,61.32,True,DELIVERED,Late (>5d)
PO-000377,20240128,2024-01,2024,1,PRD-00021,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,120,9.9,1188.0,13,ROAD,61.32,False,DELIVERED,Slightly Late (<5d)
PO-000378,20240222,2024-02,2024,2,PRD-00021,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,144,9.76,1405.44,11,ROAD,73.58,False,DELIVERED,On Time
PO-000379,20240325,2024-03,2024,3,PRD-00021,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,144,10.15,1461.6,13,ROAD,73.58,False,DELIVERED,Slightly Late (<5d)
PO-000380,20240424,2024-04,2024,4,PRD-00021,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,168,9.96,1673.28,11,ROAD,85.85,False,DELIVERED,On Time
PO-000381,20240522,2024-05,2024,5,PRD-00021,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,168,10.24,1720.32,10,ROAD,85.85,False,DELIVERED,On Time
PO-000382,20240622,2024-06,2024,6,PRD-00021,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,168,9.76,1639.68,10,ROAD,85.85,False,DELIVERED,On Time
PO-000383,20240718,2024-07,2024,7,PRD-00021,SUP-005,NordicSupply AS,WH-002,Personal Care,A,EUROPEAN,Sweden,192,9.78,1877.76,10,ROAD,98.11,False,DELIVERED,On Time
PO-000384,20240819,2024-08,2024,8,PRD-00021,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,168,9.99,1678.32,17,ROAD,85.85,False,DELIVERED,Slightly Late (<5d)
PO-000385,20240915,2024-09,2024,9,PRD-00021,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,168,10.16,1706.88,13,ROAD,85.85,False,DELIVERED,Slightly Late (<5d)
PO-000386,20241018,2024-10,2024,10,PRD-00021,SUP-005,NordicSupply AS,WH-001,Personal Care,A,EUROPEAN,Sweden,192,10.03,1925.76,11,ROAD,98.11,False,DELIVERED,On Time
PO-000387,20241119,2024-11,2024,11,PRD-00021,SUP-005,NordicSupply AS,WH-003,Personal Care,A,EUROPEAN,Sweden,240,10.0,2400.0,12,SEA,122.64,True,DELIVERED,On Time
