order_id,product_id,supplier_id,warehouse_id,quantity_ordered,unit_cost_gbp,total_cost_gbp,order_date,expected_delivery_date,actual_delivery_date,lead_time_days,transport_mode,weight_kg_total,is_urgent_order,order_status
PO-000367,PRD-00026,SUP-002,WH-001,144,12.55,1807.2,2025-05-18,2025-05-29,2025-05-29,11,ROAD,31.1,False,DELIVERED
PO-000368,PRD-00026,SUP-002,WH-001,144,12.35,1778.4,2025-07-02,2025-07-12,2025-07-13,10,ROAD,31.1,False,DELIVERED
PO-000369,PRD-00026,SUP-002,WH-001,144,11.65,1677.6,2025-08-15,2025-08-22,2025-08-23,7,ROAD,31.1,False,DELIVERED
PO-000370,PRD-00026,SUP-002,WH-003,144,11.69,1683.36,2025-10-04,2025-10-11,2025-10-11,7,ROAD,31.1,False,DELIVERED
PO-000371,PRD-00026,SUP-002,WH-002,192,12.48,2396.16,2025-11-17,2025-11-24,2025-11-25,7,ROAD,41.47,False,DELIVERED
PO-000372,PRD-00027,SUP-003,WH-003,108,11.31,1221.48,2024-01-25,2024-02-14,2024-02-13,20,SEA,31.86,False,DELIVERED
PO-000373,PRD-00027,SUP-003,WH-002,120,11.24,1348.8,2024-02-21,2024-03-19,2024-03-20,27,SEA,35.4,False,DELIVERED
PO-000374,PRD-00027,SUP-003,WH-003,132,11.2,1478.4,2024-03-17,2024-04-09,2024-04-08,23,SEA,38.94,False,DELIVERED
PO-000375,PRD-00027,SUP-003,WH-003,144,10.84,1560.96,2024-04-16,2024-05-09,2024-05-12,23,SEA,42.48,False,DELIVERED
PO-000376,PRD-00027,SUP-003,WH-001,144,11.17,1608.48,2024-05-11,2024-05-30,2024-05-29,19,SEA,42.48,False,DELIVERED
PO-000377,PRD-00027,SUP-003,WH-003,156,11.17,1742.52,2024-06-05,2024-06-24,2024-06-23,19,SEA,46.02,False,DELIVERED
PO-000378,PRD-00027,SUP-003,WH-001,156,11.18,1744.08,2024-07-05,2024-07-23,2024-07-22,18,SEA,46.02,False,DELIVERED
PO-000379,PRD-00027,SUP-003,WH-002,156,10.81,1686.36,2024-08-06,2024-09-18,2024-09-17,43,AIR,46.02,True,DELIVERED
PO-000380,PRD-00027,SUP-003,WH-001,156,11.34,1769.04,2024-08-31,2024-09-25,2024-09-28,25,SEA,46.02,False,DELIVERED
PO-000381,PRD-00027,SUP-003,WH-001,156,11.32,1765.92,2024-10-02,2024-10-30,2024-10-30,28,SEA,46.02,False,DELIVERED
PO-000382,PRD-00027,SUP-003,WH-001,192,11.37,2183.04,2024-11-01,2024-11-25,2024-11-25,24,SEA,56.64,False,DELIVERED
PO-000383,PRD-00027,SUP-003,WH-002,192,11.35,2179.2,2024-11-30,2024-12-26,2024-12-29,26,SEA,56.64,False,DELIVERED
PO-000384,PRD-00027,SUP-003,WH-002,108,11.01,1189.08,2025-01-01,2025-01-21,2025-01-20,20,SEA,31.86,False,DELIVERED
PO-000385,PRD-00027,SUP-003,WH-002,120,11.27,1352.4,2025-02-01,2025-02-19,2025-02-18,18,SEA,35.4,False,DELIVERED
PO-000386,PRD-00027,SUP-003,WH-001,132,11.49,1516.68,2025-03-04,2025-04-01,2025-03-31,28,SEA,38.94,False,DELIVERED
PO-000387,PRD-00027,SUP-003,WH-003,132,11.56,1525.92,2025-03-29,2025-04-16,2025-04-16,18,SEA,38.94,False,DELIVERED
PO-000388,PRD-00027,SUP-003,WH-002,144,10.77,1550.88,2025-04-26,2025-05-16,2025-05-15,20,SEA,42.48,False,DELIVERED
PO-000389,PRD-00027,SUP-003,WH-001,144,11.2,1612.8,2025-05-21,2025-06-17,2025-06-16,27,SEA,42.48,False,DELIVERED
PO-000390,PRD-00027,SUP-003,WH-002,156,10.8,1684.8,2025-06-19,2025-07-07,2025-07-07,18,SEA,46.02,False,DELIVERED
PO-000391,PRD-00027,SUP-003,WH-001,156,10.8,1684.8,2025-07-15,2025-08-04,2025-08-06,20,SEA,46.02,False,DELIVERED
PO-000392,PRD-00027,SUP-003,WH-003,156,11.67,1820.52,2025-08-14,2025-09-06,2025-09-06,23,SEA,46.02,False,DELIVERED
PO-000393,PRD-00027,SUP-003,WH-002,144,10.83,1559.52,2025-09-11,2025-10-16,2025-10-16,35,AIR,42.48,True,DELIVERED
PO-000394,PRD-00027,SUP-003,WH-003,156,11.22,1750.32,2025-10-13,2025-11-18,2025-11-18,36,SEA,46.02,False,DELIVERED
PO-000395,PRD-00027,SUP-003,WH-002,192,10.95,2102.4,2025-11-14,2025-12-02,2025-12-03,18,SEA,56.64,False,DELIVERED
PO-000396,PRD-00027,SUP-003,WH-003,216,10.95,2365.2,2025-12-18,2026-01-05,2026-01-08,18,SEA,63.72,False,IN_TRANSIT
PO-000397,PRD-00028,SUP-005,WH-001,144,7.85,1130.4,2024-01-06,2024-01-18,2024-01-21,12,ROAD,266.11,False,DELIVERED
PO-000398,PRD-00028,SUP-005,WH-001,192,7.43,1426.56,2024-02-18,2024-03-01,2024-02-29,12,ROAD,354.82,False,DELIVERED
PO-000399,PRD-00028,SUP-005,WH-003,192,7.74,1486.08,2024-04-05,2024-04-13,2024-04-12,8,ROAD,354.82,False,DELIVERED
PO-000400,PRD-00028,SUP-005,WH-001,192,8.04,1543.68,2024-05-21,2024-05-29,2024-06-01,8,ROAD,354.82,False,DELIVERED
PO-000401,PRD-00028,SUP-005,WH-003,240,7.85,1884.0,2024-07-02,2024-07-10,2024-07-13,8,ROAD,443.52,False,DELIVERED
PO-000402,PRD-00028,SUP-005,WH-001,240,7.87,1888.8,2024-08-12,2024-08-20,2024-08-22,8,ROAD,443.52,False,DELIVERED
PO-000403,PRD-00028,SUP-005,WH-002,240,7.63,1831.2,2024-10-01,2024-10-09,2024-10-10,8,ROAD,443.52,False,DELIVERED
PO-000404,PRD-00028,SUP-005,WH-001,288,7.97,2295.36,2024-11-14,2024-11-23,2024-11-24,9,ROAD,532.22,False,DELIVERED
PO-000405,PRD-00028,SUP-005,WH-002,336,7.68,2580.48,2024-12-30,2025-01-08,2025-01-08,9,ROAD,620.93,False,DELIVERED
PO-000406,PRD-00028,SUP-005,WH-003,192,8.07,1549.44,2025-02-09,2025-02-19,2025-02-21,10,ROAD,354.82,False,DELIVERED
PO-000407,PRD-00028,SUP-005,WH-003,192,7.91,1518.72,2025-03-23,2025-04-03,2025-04-04,11,ROAD,354.82,False,DELIVERED
PO-000408,PRD-00028,SUP-005,WH-003,192,7.58,1455.36,2025-05-09,2025-05-19,2025-05-22,10,ROAD,354.82,False,DELIVERED
PO-000409,PRD-00028,SUP-005,WH-002,240,7.53,1807.2,2025-06-19,2025-06-30,2025-06-29,11,ROAD,443.52,False,DELIVERED
PO-000410,PRD-00028,SUP-005,WH-002,240,8.03,1927.2,2025-08-08,2025-08-17,2025-08-17,9,ROAD,443.52,False,DELIVERED
PO-000411,PRD-00028,SUP-005,WH-002,192,7.67,1472.64,2025-09-21,2025-09-29,2025-10-01,8,ROAD,354.82,False,DELIVERED
PO-000412,PRD-00028,SUP-005,WH-003,288,7.76,2234.88,2025-11-02,2025-11-13,2025-11-13,11,ROAD,532.22,False,DELIVERED
PO-000413,PRD-00028,SUP-005,WH-001,336,7.77,2610.72,2025-12-12,2025-12-22,2025-12-25,10,ROAD,620.93,False,DELIVERED
PO-000414,PRD-00029,SUP-002,WH-003,192,3.9,748.8,2024-01-17,2024-01-24,2024-01-24,7,ROAD,118.66,False,DELIVERED
PO-000415,PRD-00029,SUP-002,WH-001,240,3.71,890.4,2024-03-16,2024-03-24,2024-03-24,8,ROAD,148.32,False,DELIVERED
PO-000416,PRD-00029,SUP-002,WH-003,264,3.65,963.6,2024-05-14,2024-05-21,2024-05-21,7,ROAD,163.15,False,DELIVERED
PO-000417,PRD-00029,SUP-002,WH-003,288,3.77,1085.76,2024-07-11,2024-07-20,2024-07-19,9,ROAD,177.98,False,DELIVERED
PO-000418,PRD-00029,SUP-002,WH-001,264,3.77,995.28,2024-09-13,2024-09-20,2024-09-21,7,ROAD,163.15,False,DELIVERED
PO-000419,PRD-00029,SUP-002,WH-003,360,3.71,1335.6,2024-11-13,2024-11-20,2024-11-19,7,ROAD,222.48,False,DELIVERED
PO-000420,PRD-00029,SUP-002,WH-002,192,3.78,725.76,2025-01-15,2025-01-24,2025-01-27,9,ROAD,118.66,False,DELIVERED
PO-000421,PRD-00029,SUP-002,WH-001,240,3.81,914.4,2025-03-11,2025-03-20,2025-03-21,9,ROAD,148.32,False,DELIVERED
PO-000422,PRD-00029,SUP-002,WH-001,264,3.68,971.52,2025-05-12,2025-05-21,2025-05-20,9,ROAD,163.15,False,DELIVERED
PO-000423,PRD-00029,SUP-002,WH-002,288,3.6,1036.8,2025-07-09,2025-07-20,2025-07-20,11,ROAD,177.98,False,DELIVERED
PO-000424,PRD-00029,SUP-002,WH-003,264,3.73,984.72,2025-09-04,2025-09-16,2025-09-17,12,ROAD,163.15,False,DELIVERED
PO-000425,PRD-00029,SUP-002,WH-003,360,3.66,1317.6,2025-11-04,2025-11-11,2025-11-11,7,ROAD,222.48,False,DELIVERED
PO-000426,PRD-00030,SUP-001,WH-002,168,7.43,1248.24,2024-01-17,2024-01-20,2024-01-20,3,ROAD,61.82,False,DELIVERED
PO-000427,PRD-00030,SUP-001,WH-001,192,7.3,1401.6,2024-03-03,2024-03-06,2024-03-09,3,ROAD,70.66,False,DELIVERED
PO-000428,PRD-00030,SUP-001,WH-002,216,7.2,1555.2,2024-04-13,2024-04-19,2024-04-22,6,ROAD,79.49,False,DELIVERED
PO-000429,PRD-00030,SUP-001,WH-001,240,7.37,1768.8,2024-06-02,2024-06-07,2024-06-06,5,ROAD,88.32,False,DELIVERED
PO-000430,PRD-00030,SUP-001,WH-001,240,6.9,1656.0,2024-07-20,2024-07-23,2024-07-25,3,ROAD,88.32,False,DELIVERED
PO-000431,PRD-00030,SUP-001,WH-001,216,7.26,1568.16,2024-09-05,2024-09-08,2024-09-08,3,ROAD,79.49,False,DELIVERED
PO-000432,PRD-00030,SUP-001,WH-002,240,7.2,1728.0,2024-10-18,2024-10-22,2024-10-25,4,ROAD,88.32,False,DELIVERED
PO-000433,PRD-00030,SUP-001,WH-002,336,7.33,2462.88,2024-12-06,2024-12-10,2024-12-10,4,ROAD,123.65,False,DELIVERED
PO-000434,PRD-00030,SUP-001,WH-002,168,7.61,1278.48,2025-01-18,2025-01-21,2025-01-22,3,ROAD,61.82,False,DELIVERED
PO-000435,PRD-00030,SUP-001,WH-001,192,7.31,1403.52,2025-03-04,2025-03-08,2025-03-07,4,ROAD,70.66,False,DELIVERED
PO-000436,PRD-00030,SUP-001,WH-001,216,7.38,1594.08,2025-04-16,2025-04-22,2025-04-23,6,ROAD,79.49,False,DELIVERED
PO-000437,PRD-00030,SUP-001,WH-002,216,7.31,1578.96,2025-05-26,2025-05-30,2025-05-29,4,ROAD,79.49,False,DELIVERED
PO-000438,PRD-00030,SUP-001,WH-001,240,7.2,1728.0,2025-07-08,2025-07-11,2025-07-13,3,ROAD,88.32,False,DELIVERED
PO-000439,PRD-00030,SUP-001,WH-001,240,7.22,1732.8,2025-08-24,2025-08-29,2025-08-28,5,ROAD,88.32,False,DELIVERED
PO-000440,PRD-00030,SUP-001,WH-001,240,7.4,1776.0,2025-10-07,2025-10-10,2025-10-11,3,ROAD,88.32,False,DELIVERED
PO-000441,PRD-00030,SUP-001,WH-001,288,7.2,2073.6,2025-11-22,2025-11-26,2025-11-27,4,ROAD,105.98,False,DELIVERED
PO-000442,PRD-00031,SUP-005,WH-003,120,5.4,648.0,2024-01-28,2024-02-11,2024-02-13,14,ROAD,178.68,False,DELIVERED
PO-000443,PRD-00031,SUP-005,WH-002,144,5.41,779.04,2024-03-23,2024-04-04,2024-04-05,12,ROAD,214.42,False,DELIVERED
PO-000444,PRD-00031,SUP-005,WH-001,144,5.47,787.68,2024-05-20,2024-06-01,2024-05-31,12,ROAD,214.42,False,DELIVERED
PO-000445,PRD-00031,SUP-005,WH-001,168,5.39,905.52,2024-07-17,2024-07-27,2024-07-26,10,ROAD,250.15,False,DELIVERED
PO-000446,PRD-00031,SUP-005,WH-001,144,5.23,753.12,2024-09-12,2024-09-23,2024-09-23,11,ROAD,214.42,False,DELIVERED
PO-000447,PRD-00031,SUP-005,WH-002,216,5.57,1203.12,2024-11-11,2024-11-19,2024-11-18,8,ROAD,321.62,False,DELIVERED
PO-000448,PRD-00031,SUP-005,WH-001,120,5.4,648.0,2025-01-06,2025-01-17,2025-01-20,11,ROAD,178.68,False,DELIVERED
PO-000449,PRD-00031,SUP-005,WH-003,144,5.51,793.44,2025-03-11,2025-03-24,2025-03-23,13,ROAD,214.42,False,DELIVERED
PO-000450,PRD-00031,SUP-005,WH-001,144,5.36,771.84,2025-05-08,2025-05-18,2025-05-21,10,ROAD,214.42,False,DELIVERED
PO-000451,PRD-00031,SUP-005,WH-003,168,5.51,925.68,2025-07-10,2025-07-18,2025-07-18,8,ROAD,250.15,False,DELIVERED
PO-000452,PRD-00031,SUP-005,WH-001,144,5.16,743.04,2025-09-09,2025-09-21,2025-09-20,12,ROAD,214.42,False,DELIVERED
PO-000453,PRD-00031,SUP-005,WH-003,216,5.49,1185.84,2025-11-08,2025-11-21,2025-11-20,13,ROAD,321.62,False,DELIVERED
PO-000454,PRD-00032,SUP-005,WH-003,432,1.58,682.56,2024-01-06,2024-01-14,2024-01-14,8,ROAD,844.13,False,DELIVERED
PO-000455,PRD-00032,SUP-005,WH-001,528,1.6,844.8,2024-03-09,2024-03-20,2024-03-22,11,ROAD,1031.71,False,DELIVERED
PO-000456,PRD-00032,SUP-005,WH-002,576,1.61,927.36,2024-05-10,2024-05-22,2024-05-25,12,ROAD,1125.5,False,DELIVERED
PO-000457,PRD-00032,SUP-005,WH-003,624,1.56,973.44,2024-07-11,2024-07-22,2024-07-23,11,ROAD,1219.3,False,DELIVERED
PO-000458,PRD-00032,SUP-005,WH-002,576,1.6,921.6,2024-09-04,2024-09-15,2024-09-15,11,ROAD,1125.5,False,DELIVERED
PO-000459,PRD-00032,SUP-005,WH-002,768,1.61,1236.48,2024-11-04,2024-11-15,2024-11-16,11,ROAD,1500.67,False,DELIVERED
PO-000460,PRD-00032,SUP-005,WH-002,432,1.6,691.2,2025-01-08,2025-01-21,2025-01-21,13,ROAD,844.13,False,DELIVERED
PO-000461,PRD-00032,SUP-005,WH-003,528,1.61,850.08,2025-03-10,2025-03-20,2025-03-19,10,ROAD,1031.71,False,DELIVERED
PO-000462,PRD-00032,SUP-005,WH-002,576,1.6,921.6,2025-05-06,2025-05-14,2025-05-16,8,ROAD,1125.5,False,DELIVERED
PO-000463,PRD-00032,SUP-005,WH-002,624,1.66,1035.84,2025-07-04,2025-07-14,2025-07-16,10,ROAD,1219.3,False,DELIVERED
PO-000464,PRD-00032,SUP-005,WH-001,576,1.59,915.84,2025-09-03,2025-09-20,2025-09-22,17,ROAD,1125.5,False,DELIVERED
PO-000465,PRD-00032,SUP-005,WH-003,624,1.59,992.16,2025-10-31,2025-11-08,2025-11-10,8,ROAD,1219.3,False,DELIVERED
PO-000466,PRD-00032,SUP-005,WH-001,864,1.58,1365.12,2025-12-25,2026-01-03,2026-01-04,9,ROAD,1688.26,False,IN_TRANSIT
PO-000467,PRD-00033,SUP-001,WH-001,200,8.41,1682.0,2024-01-19,2024-01-23,2024-01-25,4,ROAD,360.6,False,DELIVERED
PO-000468,PRD-00033,SUP-001,WH-002,200,8.35,1670.0,2024-03-08,2024-03-11,2024-03-12,3,ROAD,360.6,False,DELIVERED
PO-000469,PRD-00033,SUP-001,WH-001,200,8.4,1680.0,2024-04-21,2024-04-25,2024-04-25,4,ROAD,360.6,False,DELIVERED
PO-000470,PRD-00033,SUP-001,WH-001,200,8.44,1688.0,2024-06-08,2024-06-15,2024-06-18,7,ROAD,360.6,False,DELIVERED
PO-000471,PRD-00033,SUP-001,WH-002,200,8.69,1738.0,2024-07-24,2024-07-28,2024-07-30,4,ROAD,360.6,False,DELIVERED
PO-000472,PRD-00033,SUP-001,WH-002,200,8.69,1738.0,2024-09-03,2024-09-08,2024-09-11,5,ROAD,360.6,False,DELIVERED
PO-000473,PRD-00033,SUP-001,WH-003,200,8.3,1660.0,2024-10-17,2024-10-22,2024-10-24,5,ROAD,360.6,False,DELIVERED
PO-000474,PRD-00033,SUP-001,WH-001,300,8.55,2565.0,2024-11-30,2024-12-05,2024-12-04,5,ROAD,540.9,False,DELIVERED
PO-000475,PRD-00033,SUP-001,WH-002,200,8.18,1636.0,2025-01-16,2025-01-22,2025-01-23,6,ROAD,360.6,False,DELIVERED
PO-000476,PRD-00033,SUP-001,WH-002,200,8.57,1714.0,2025-03-05,2025-03-10,2025-03-10,5,ROAD,360.6,False,DELIVERED
PO-000477,PRD-00033,SUP-001,WH-002,200,8.4,1680.0,2025-04-20,2025-04-26,2025-04-25,6,ROAD,360.6,False,DELIVERED
PO-000478,PRD-00033,SUP-001,WH-002,200,8.52,1704.0,2025-06-04,2025-06-07,2025-06-10,3,ROAD,360.6,False,DELIVERED
PO-000479,PRD-00033,SUP-001,WH-003,200,8.34,1668.0,2025-07-19,2025-07-24,2025-07-25,5,ROAD,360.6,False,DELIVERED
PO-000480,PRD-00033,SUP-001,WH-001,200,8.34,1668.0,2025-08-28,2025-09-01,2025-09-04,4,ROAD,360.6,False,DELIVERED
PO-000481,PRD-00033,SUP-001,WH-003,200,8.5,1700.0,2025-10-07,2025-10-10,2025-10-10,3,ROAD,360.6,False,DELIVERED
PO-000482,PRD-00033,SUP-001,WH-001,300,8.47,2541.0,2025-11-22,2025-11-26,2025-11-26,4,ROAD,540.9,False,DELIVERED
PO-000483,PRD-00034,SUP-006,WH-002,246,2.54,624.84,2024-01-21,2024-02-03,2024-02-05,13,ROAD,183.76,False,DELIVERED
PO-000484,PRD-00034,SUP-006,WH-002,300,2.57,771.0,2024-03-25,2024-04-07,2024-04-10,13,ROAD,224.1,False,DELIVERED
PO-000485,PRD-00034,SUP-006,WH-003,330,2.63,867.9,2024-05-20,2024-06-03,2024-06-02,14,ROAD,246.51,False,DELIVERED
PO-000486,PRD-00034,SUP-006,WH-002,360,2.57,925.2,2024-07-22,2024-08-04,2024-08-06,13,ROAD,268.92,False,DELIVERED
PO-000487,PRD-00034,SUP-006,WH-003,330,2.56,844.8,2024-09-25,2024-10-17,2024-10-17,22,ROAD,246.51,False,DELIVERED
PO-000488,PRD-00034,SUP-006,WH-002,444,2.49,1105.56,2024-11-21,2024-12-02,2024-12-01,11,ROAD,331.67,False,DELIVERED
PO-000489,PRD-00034,SUP-006,WH-003,246,2.58,634.68,2025-01-15,2025-01-25,2025-01-27,10,ROAD,183.76,False,DELIVERED
PO-000490,PRD-00034,SUP-006,WH-002,300,2.55,765.0,2025-03-13,2025-03-24,2025-03-27,11,ROAD,224.1,False,DELIVERED
PO-000491,PRD-00034,SUP-006,WH-003,330,2.58,851.4,2025-05-11,2025-05-21,2025-05-23,10,ROAD,246.51,False,DELIVERED
PO-000492,PRD-00034,SUP-006,WH-003,360,2.56,921.6,2025-07-07,2025-08-02,2025-08-04,26,ROAD,268.92,False,DELIVERED
PO-000493,PRD-00034,SUP-006,WH-001,330,2.59,854.7,2025-09-02,2025-09-16,2025-09-17,14,ROAD,246.51,False,DELIVERED
PO-000494,PRD-00034,SUP-006,WH-002,360,2.61,939.6,2025-10-28,2025-11-10,2025-11-12,13,ROAD,268.92,False,DELIVERED
PO-000495,PRD-00034,SUP-006,WH-002,492,2.62,1289.04,2025-12-28,2026-01-08,2026-01-10,11,ROAD,367.52,False,IN_TRANSIT
PO-000496,PRD-00035,SUP-006,WH-002,144,8.86,1275.84,2024-01-06,2024-01-18,2024-01-17,12,ROAD,112.75,False,DELIVERED
PO-000497,PRD-00035,SUP-006,WH-003,168,8.85,1486.8,2024-02-22,2024-03-05,2024-03-07,12,ROAD,131.54,False,DELIVERED
PO-000498,PRD-00035,SUP-006,WH-003,192,8.9,1708.8,2024-04-04,2024-04-18,2024-04-17,14,ROAD,150.34,False,DELIVERED
PO-000499,PRD-00035,SUP-006,WH-002,192,8.97,1722.24,2024-05-19,2024-06-05,2024-06-05,17,ROAD,150.34,False,DELIVERED
PO-000500,PRD-00035,SUP-006,WH-003,216,8.82,1905.12,2024-07-02,2024-07-15,2024-07-18,13,ROAD,169.13,False,DELIVERED
PO-000501,PRD-00035,SUP-006,WH-001,216,8.97,1937.52,2024-08-17,2024-08-29,2024-08-30,12,ROAD,169.13,False,DELIVERED
PO-000502,PRD-00035,SUP-006,WH-003,192,8.71,1672.32,2024-09-27,2024-10-11,2024-10-14,14,ROAD,150.34,False,DELIVERED
PO-000503,PRD-00035,SUP-006,WH-001,264,9.17,2420.88,2024-11-06,2024-11-20,2024-11-20,14,ROAD,206.71,False,DELIVERED
PO-000504,PRD-00035,SUP-006,WH-003,288,9.28,2672.64,2024-12-17,2024-12-28,2024-12-30,11,ROAD,225.5,False,DELIVERED
PO-000505,PRD-00035,SUP-006,WH-001,168,8.86,1488.48,2025-02-01,2025-02-14,2025-02-17,13,ROAD,131.54,False,DELIVERED
PO-000506,PRD-00035,SUP-006,WH-001,168,8.85,1486.8,2025-03-15,2025-03-28,2025-03-27,13,ROAD,131.54,False,DELIVERED
PO-000507,PRD-00035,SUP-006,WH-001,192,9.04,1735.68,2025-05-02,2025-05-12,2025-05-11,10,ROAD,150.34,False,DELIVERED
PO-000508,PRD-00035,SUP-006,WH-001,216,8.92,1926.72,2025-06-20,2025-07-05,2025-07-07,15,ROAD,169.13,False,DELIVERED
PO-000509,PRD-00035,SUP-006,WH-003,216,9.08,1961.28,2025-08-04,2025-08-16,2025-08-16,12,ROAD,169.13,False,DELIVERED
PO-000510,PRD-00035,SUP-006,WH-001,192,8.61,1653.12,2025-09-22,2025-10-02,2025-10-05,10,ROAD,150.34,False,DELIVERED
PO-000511,PRD-00035,SUP-006,WH-002,264,8.94,2360.16,2025-11-01,2025-11-15,2025-11-15,14,ROAD,206.71,False,DELIVERED
PO-000512,PRD-00035,SUP-006,WH-003,288,8.69,2502.72,2025-12-17,2025-12-31,2026-01-02,14,ROAD,225.5,False,IN_TRANSIT
PO-000513,PRD-00036,SUP-002,WH-003,108,6.39,690.12,2024-01-07,2024-01-15,2024-01-17,8,ROAD,150.44,False,DELIVERED
PO-000514,PRD-00036,SUP-002,WH-001,132,5.89,777.48,2024-03-08,2024-03-15,2024-03-16,7,ROAD,183.88,False,DELIVERED
PO-000515,PRD-00036,SUP-002,WH-003,144,6.19,891.36,2024-05-08,2024-05-17,2024-05-16,9,ROAD,200.59,False,DELIVERED
PO-000516,PRD-00036,SUP-002,WH-002,162,6.15,996.3,2024-07-08,2024-07-17,2024-07-18,9,ROAD,225.67,False,DELIVERED
PO-000517,PRD-00036,SUP-002,WH-001,144,6.14,884.16,2024-09-01,2024-09-10,2024-09-09,9,ROAD,200.59,False,DELIVERED
PO-000518,PRD-00036,SUP-002,WH-002,162,6.1,988.2,2024-10-30,2024-11-08,2024-11-09,9,ROAD,225.67,False,DELIVERED
PO-000519,PRD-00036,SUP-002,WH-002,216,6.26,1352.16,2024-12-24,2024-12-31,2025-01-03,7,ROAD,300.89,False,DELIVERED
PO-000520,PRD-00036,SUP-002,WH-002,114,6.22,709.08,2025-02-22,2025-03-04,2025-03-07,10,ROAD,158.8,False,DELIVERED
PO-000521,PRD-00036,SUP-002,WH-001,138,6.15,848.7,2025-04-23,2025-05-04,2025-05-03,11,ROAD,192.23,False,DELIVERED
PO-000522,PRD-00036,SUP-002,WH-002,150,6.24,936.0,2025-06-24,2025-07-01,2025-07-04,7,ROAD,208.95,False,DELIVERED
PO-000523,PRD-00036,SUP-002,WH-001,150,6.2,930.0,2025-08-19,2025-08-27,2025-08-30,8,ROAD,208.95,False,DELIVERED
PO-000524,PRD-00036,SUP-002,WH-001,162,6.23,1009.26,2025-10-13,2025-10-21,2025-10-21,8,ROAD,225.67,False,DELIVERED
PO-000525,PRD-00036,SUP-002,WH-003,216,6.35,1371.6,2025-12-12,2025-12-21,2025-12-22,9,ROAD,300.89,False,DELIVERED
PO-000526,PRD-00037,SUP-006,WH-002,100,5.95,595.0,2024-01-18,2024-01-30,2024-01-30,12,ROAD,185.3,False,DELIVERED
PO-000527,PRD-00037,SUP-006,WH-003,100,5.98,598.0,2024-03-21,2024-04-03,2024-04-02,13,ROAD,185.3,False,DELIVERED
PO-000528,PRD-00037,SUP-006,WH-002,200,6.02,1204.0,2024-05-20,2024-06-05,2024-06-08,16,ROAD,370.6,False,DELIVERED
PO-000529,PRD-00037,SUP-006,WH-001,200,6.42,1284.0,2024-07-15,2024-07-26,2024-07-25,11,ROAD,370.6,False,DELIVERED
PO-000530,PRD-00037,SUP-006,WH-003,200,6.25,1250.0,2024-09-08,2024-09-24,2024-09-25,16,ROAD,370.6,False,DELIVERED
PO-000531,PRD-00037,SUP-006,WH-002,200,6.27,1254.0,2024-11-06,2024-11-20,2024-11-21,14,ROAD,370.6,False,DELIVERED
PO-000532,PRD-00037,SUP-006,WH-002,100,6.17,617.0,2025-01-01,2025-01-11,2025-01-12,10,ROAD,185.3,False,DELIVERED
PO-000533,PRD-00037,SUP-006,WH-003,100,6.06,606.0,2025-03-02,2025-03-14,2025-03-14,12,ROAD,185.3,False,DELIVERED
PO-000534,PRD-00037,SUP-006,WH-001,200,6.09,1218.0,2025-05-06,2025-05-20,2025-05-19,14,ROAD,370.6,False,DELIVERED
PO-000535,PRD-00037,SUP-006,WH-003,200,6.05,1210.0,2025-07-10,2025-07-20,2025-07-21,10,ROAD,370.6,False,DELIVERED
PO-000536,PRD-00037,SUP-006,WH-001,200,5.9,1180.0,2025-09-03,2025-09-14,2025-09-17,11,ROAD,370.6,False,DELIVERED
PO-000537,PRD-00037,SUP-006,WH-003,200,5.9,1180.0,2025-11-07,2025-11-19,2025-11-22,12,ROAD,370.6,False,DELIVERED
PO-000538,PRD-00038,SUP-007,WH-002,100,19.17,1917.0,2024-01-20,2024-02-05,2024-02-04,16,AIR,111.7,False,DELIVERED
PO-000539,PRD-00038,SUP-007,WH-001,100,18.91,1891.0,2024-02-23,2024-03-08,2024-03-08,14,AIR,111.7,False,DELIVERED
PO-000540,PRD-00038,SUP-007,WH-003,100,19.23,1923.0,2024-03-23,2024-04-06,2024-04-08,14,AIR,111.7,False,DELIVERED
PO-000541,PRD-00038,SUP-007,WH-003,100,18.72,1872.0,2024-04-20,2024-05-09,2024-05-11,19,AIR,111.7,False,DELIVERED
PO-000542,PRD-00038,SUP-007,WH-002,100,19.28,1928.0,2024-05-24,2024-06-11,2024-06-14,18,AIR,111.7,False,DELIVERED
PO-000543,PRD-00038,SUP-007,WH-002,100,19.16,1916.0,2024-06-19,2024-07-03,2024-07-04,14,AIR,111.7,False,DELIVERED
PO-000544,PRD-00038,SUP-007,WH-001,100,19.0,1900.0,2024-07-16,2024-08-10,2024-08-13,25,AIR,111.7,False,DELIVERED
PO-000545,PRD-00038,SUP-007,WH-003,100,18.85,1885.0,2024-08-15,2024-08-30,2024-09-02,15,AIR,111.7,False,DELIVERED
PO-000546,PRD-00038,SUP-007,WH-002,100,18.9,1890.0,2024-09-09,2024-09-30,2024-10-01,21,AIR,111.7,False,DELIVERED
PO-000547,PRD-00038,SUP-007,WH-003,100,18.56,1856.0,2024-10-12,2024-11-01,2024-11-03,20,AIR,111.7,False,DELIVERED
PO-000548,PRD-00038,SUP-007,WH-003,100,19.46,1946.0,2024-11-08,2024-11-27,2024-11-27,19,AIR,111.7,False,DELIVERED
PO-000549,PRD-00038,SUP-007,WH-001,100,19.13,1913.0,2024-12-07,2024-12-27,2024-12-29,20,AIR,111.7,False,DELIVERED
