snapshot_date,product_id,warehouse_id,stock_on_hand,stock_cover_days,avg_daily_demand,is_stock_out,is_slow_mover,is_at_risk,stock_value_gbp,abc_class
2025-02-01,PRD-00014,WH-003,695,91.6,7.59,False,False,False,5184.7,A
2025-02-01,PRD-00015,WH-002,160,28.6,5.59,False,False,False,392.0,C
2025-02-01,PRD-00016,WH-002,433,74.2,5.84,False,False,False,1827.26,B
2025-02-01,PRD-00017,WH-003,214,57.2,3.74,False,False,False,3019.54,A
2025-02-01,PRD-00018,WH-001,135,40.4,3.34,False,False,False,2178.9,A
2025-02-01,PRD-00019,WH-001,157,38.9,4.04,False,False,False,384.65,C
2025-02-01,PRD-00020,WH-001,237,38.8,6.1,False,False,False,1888.89,A
2025-02-01,PRD-00021,WH-003,312,68.5,4.56,False,False,False,3107.52,A
2025-02-01,PRD-00022,WH-002,279,84.4,3.31,False,False,False,742.14,C
2025-02-01,PRD-00023,WH-001,254,47.4,5.35,False,False,False,1076.96,B
2025-02-01,PRD-00024,WH-003,398,94.3,4.22,False,False,False,2427.8,B
2025-02-01,PRD-00025,WH-002,185,32.3,5.72,False,False,False,1528.1,A
2025-02-01,PRD-00026,WH-002,582,132.6,4.39,False,False,False,6960.72,A
2025-02-01,PRD-00027,WH-003,278,71.7,3.88,False,False,False,3096.92,A
2025-02-01,PRD-00028,WH-003,231,33.6,6.87,False,False,False,1787.94,A
2025-02-01,PRD-00029,WH-003,311,87.1,3.57,False,False,False,1150.7,C
2025-02-01,PRD-00030,WH-003,952,133.9,7.11,False,False,False,6959.12,A
2025-02-01,PRD-00031,WH-001,460,89.4,5.15,False,False,False,2520.8,B
2025-02-01,PRD-00032,WH-003,780,102.9,7.58,False,True,False,1248.0,C
2025-02-01,PRD-00033,WH-003,947,147.4,6.42,False,False,False,8049.5,A
2025-02-01,PRD-00034,WH-001,489,110.9,4.41,False,True,False,1261.62,C
2025-02-01,PRD-00035,WH-003,259,40.6,6.38,False,False,False,2294.74,A
2025-02-01,PRD-00036,WH-001,260,53.6,4.85,False,False,False,1617.2,B
2025-02-01,PRD-00037,WH-003,193,37.5,5.15,False,False,False,1169.58,B
2025-02-01,PRD-00038,WH-001,293,136.4,2.15,False,False,False,5549.42,A
2025-02-01,PRD-00039,WH-003,96,57.4,1.67,False,False,False,2639.04,A
2025-02-01,PRD-00040,WH-001,588,112.1,5.24,False,False,False,3739.68,A
2025-02-01,PRD-00041,WH-002,278,130.4,2.13,False,False,False,5012.34,A
2025-02-01,PRD-00042,WH-003,106,63.3,1.67,False,False,False,2156.04,A
2025-02-01,PRD-00043,WH-003,616,147.0,4.19,False,False,False,6160.0,A
2025-02-01,PRD-00044,WH-001,49,30.3,1.62,False,False,False,1335.74,A
2025-02-01,PRD-00045,WH-001,101,51.7,1.95,False,False,False,1833.15,A
2025-02-01,PRD-00046,WH-003,313,61.8,5.06,False,False,False,2056.41,B
2025-02-01,PRD-00047,WH-002,87,22.8,3.82,False,False,False,317.55,C
2025-02-01,PRD-00048,WH-001,689,95.6,7.21,False,False,False,3355.43,B
2025-02-01,PRD-00049,WH-001,469,78.3,5.99,False,False,False,4966.71,A
2025-02-01,PRD-00050,WH-001,711,117.7,6.04,False,False,False,7074.45,A
2025-03-01,PRD-00001,WH-001,370,48.5,7.63,False,False,False,1831.5,B
2025-03-01,PRD-00002,WH-001,175,37.7,4.64,False,False,False,565.25,C
2025-03-01,PRD-00003,WH-002,0,0.0,8.08,True,False,False,0.0,B
2025-03-01,PRD-00004,WH-002,218,39.4,5.53,False,False,False,2711.92,A
2025-03-01,PRD-00005,WH-001,819,129.0,6.35,False,False,False,4594.59,B
2025-03-01,PRD-00006,WH-002,404,84.4,4.79,False,False,False,3126.96,B
2025-03-01,PRD-00007,WH-003,0,0.0,6.11,True,False,False,0.0,A
2025-03-01,PRD-00008,WH-002,112,27.3,4.11,False,False,False,420.0,C
2025-03-01,PRD-00009,WH-002,648,88.7,7.31,False,False,False,3129.84,B
2025-03-01,PRD-00010,WH-003,0,0.0,5.57,True,False,False,0.0,C
2025-03-01,PRD-00011,WH-003,660,131.4,5.02,False,False,False,8639.4,A
2025-03-01,PRD-00012,WH-003,1256,151.0,8.32,False,False,False,10449.92,A
2025-03-01,PRD-00013,WH-002,78,11.0,7.11,False,False,True,738.66,A
2025-03-01,PRD-00014,WH-001,607,71.1,8.54,False,False,False,4528.22,A
2025-03-01,PRD-00015,WH-001,175,27.8,6.29,False,False,False,428.75,C
2025-03-01,PRD-00016,WH-001,397,60.4,6.57,False,False,False,1675.34,B
2025-03-01,PRD-00017,WH-002,422,100.2,4.21,False,False,False,5954.42,A
2025-03-01,PRD-00018,WH-002,282,75.0,3.76,False,False,False,4551.48,A
2025-03-01,PRD-00019,WH-001,239,52.6,4.55,False,False,False,585.55,C
2025-03-01,PRD-00020,WH-003,704,102.6,6.86,False,False,False,5610.88,A
2025-03-01,PRD-00021,WH-001,176,34.3,5.13,False,False,False,1752.96,A
2025-03-01,PRD-00022,WH-001,317,85.2,3.72,False,False,False,843.22,C
2025-03-01,PRD-00023,WH-002,336,55.8,6.02,False,False,False,1424.64,B
2025-03-01,PRD-00024,WH-002,415,87.4,4.75,False,False,False,2531.5,B
2025-03-01,PRD-00025,WH-002,100,15.5,6.43,False,False,False,826.0,A
2025-03-01,PRD-00026,WH-001,517,104.7,4.94,False,False,False,6183.32,A
2025-03-01,PRD-00027,WH-001,403,92.4,4.36,False,False,False,4489.42,A
2025-03-01,PRD-00028,WH-003,127,16.4,7.73,False,False,False,982.98,A
2025-03-01,PRD-00029,WH-002,158,39.3,4.02,False,False,False,584.6,C
2025-03-01,PRD-00030,WH-001,158,19.8,8.0,False,False,False,1154.98,A
2025-03-01,PRD-00031,WH-001,324,55.9,5.79,False,False,False,1775.52,B
2025-03-01,PRD-00032,WH-001,1156,135.5,8.53,False,True,False,1849.6,C
2025-03-01,PRD-00033,WH-001,705,97.6,7.23,False,False,False,5992.5,A
2025-03-01,PRD-00034,WH-001,598,120.6,4.96,False,True,False,1542.84,C
2025-03-01,PRD-00035,WH-001,370,51.6,7.17,False,False,False,3278.2,A
2025-03-01,PRD-00036,WH-001,93,17.0,5.46,False,False,False,578.46,B
2025-03-01,PRD-00037,WH-002,0,0.0,5.79,True,False,False,0.0,B
2025-03-01,PRD-00038,WH-002,569,235.5,2.42,False,False,False,10776.86,A
2025-03-01,PRD-00039,WH-001,112,59.5,1.88,False,False,False,3078.88,A
2025-03-01,PRD-00040,WH-003,443,75.1,5.9,False,False,False,2817.48,A
2025-03-01,PRD-00041,WH-002,84,35.0,2.4,False,False,False,1514.52,A
2025-03-01,PRD-00042,WH-002,121,64.3,1.88,False,False,False,2461.14,A
2025-03-01,PRD-00043,WH-001,241,51.1,4.71,False,False,False,2410.0,A
2025-03-01,PRD-00044,WH-002,0,0.0,1.82,True,False,False,0.0,A
2025-03-01,PRD-00045,WH-002,0,0.0,2.2,True,False,False,0.0,A
2025-03-01,PRD-00046,WH-001,0,0.0,5.7,True,False,False,0.0,B
2025-03-01,PRD-00047,WH-002,245,57.0,4.3,False,False,False,894.25,C
2025-03-01,PRD-00048,WH-003,205,25.3,8.11,False,False,False,998.35,B
2025-03-01,PRD-00049,WH-003,975,144.7,6.74,False,False,False,10325.25,A
2025-03-01,PRD-00050,WH-002,604,88.9,6.8,False,False,False,6009.8,A
2025-04-01,PRD-00001,WH-001,124,15.4,8.05,False,False,False,613.8,B
2025-04-01,PRD-00002,WH-003,312,63.7,4.9,False,False,False,1007.76,C
2025-04-01,PRD-00003,WH-001,585,68.6,8.53,False,False,False,2568.15,B
2025-04-01,PRD-00004,WH-003,238,40.8,5.84,False,False,False,2960.72,A
2025-04-01,PRD-00005,WH-002,67,10.0,6.7,False,False,False,375.87,B
2025-04-01,PRD-00006,WH-002,481,95.2,5.05,False,False,False,3722.94,B
2025-04-01,PRD-00007,WH-001,618,95.8,6.45,False,False,False,6451.92,A
2025-04-01,PRD-00008,WH-001,15,3.5,4.34,False,False,False,56.25,C
2025-04-01,PRD-00009,WH-003,299,38.8,7.71,False,False,False,1444.17,B
2025-04-01,PRD-00010,WH-002,189,32.1,5.88,False,False,False,508.41,C
2025-04-01,PRD-00011,WH-001,464,87.5,5.3,False,False,False,6073.76,A
2025-04-01,PRD-00012,WH-001,945,107.7,8.78,False,False,False,7862.4,A
2025-04-01,PRD-00013,WH-001,0,0.0,7.5,True,False,False,0.0,A
2025-04-01,PRD-00014,WH-001,811,90.0,9.01,False,False,False,6050.06,A
2025-04-01,PRD-00015,WH-001,264,39.7,6.64,False,False,False,646.8,C
2025-04-01,PRD-00016,WH-003,280,40.4,6.93,False,False,False,1181.6,B
2025-04-01,PRD-00017,WH-002,140,31.5,4.44,False,False,False,1975.4,A
2025-04-01,PRD-00018,WH-001,122,30.7,3.97,False,False,False,1969.08,A
2025-04-01,PRD-00019,WH-001,162,33.8,4.8,False,False,False,396.9,C
2025-04-01,PRD-00020,WH-001,462,63.8,7.25,False,False,False,3682.14,A
2025-04-01,PRD-00021,WH-002,316,58.4,5.41,False,False,False,3147.36,A
2025-04-01,PRD-00022,WH-001,662,168.6,3.93,False,True,False,1760.92,C
2025-04-01,PRD-00023,WH-002,444,69.8,6.36,False,False,False,1882.56,B
2025-04-01,PRD-00024,WH-002,260,51.9,5.01,False,False,False,1586.0,B
2025-04-01,PRD-00025,WH-002,216,31.8,6.79,False,False,False,1784.16,A
2025-04-01,PRD-00026,WH-002,600,115.2,5.21,False,False,False,7176.0,A
2025-04-01,PRD-00027,WH-002,215,46.7,4.6,False,False,False,2395.1,A
2025-04-01,PRD-00028,WH-002,257,31.5,8.16,False,False,False,1989.18,A
2025-04-01,PRD-00029,WH-003,402,94.8,4.24,False,True,False,1487.4,C
2025-04-01,PRD-00030,WH-003,159,18.8,8.44,False,False,False,1162.29,A
2025-04-01,PRD-00031,WH-002,599,98.0,6.11,False,False,False,3282.52,B
2025-04-01,PRD-00032,WH-002,685,76.1,9.0,False,False,False,1096.0,C
2025-04-01,PRD-00033,WH-003,544,71.3,7.63,False,False,False,4624.0,A
2025-04-01,PRD-00034,WH-002,0,0.0,5.23,True,False,False,0.0,C
2025-04-01,PRD-00035,WH-001,261,34.5,7.57,False,False,False,2312.46,A
2025-04-01,PRD-00036,WH-003,0,0.0,5.76,True,False,False,0.0,B
2025-04-01,PRD-00037,WH-002,0,0.0,6.11,True,False,False,0.0,B
2025-04-01,PRD-00038,WH-002,236,92.5,2.55,False,False,False,4469.84,A
2025-04-01,PRD-00039,WH-002,101,50.8,1.99,False,False,False,2776.49,A
2025-04-01,PRD-00040,WH-003,328,52.7,6.23,False,False,False,2086.08,A
2025-04-01,PRD-00041,WH-001,0,0.0,2.53,True,False,False,0.0,A
2025-04-01,PRD-00042,WH-002,199,100.2,1.99,False,False,False,4047.66,A
2025-04-01,PRD-00043,WH-002,627,126.0,4.98,False,False,False,6270.0,A
2025-04-01,PRD-00044,WH-002,0,0.0,1.92,True,False,False,0.0,A
2025-04-01,PRD-00045,WH-003,84,36.2,2.32,False,False,False,1524.6,A
2025-04-01,PRD-00046,WH-002,151,25.1,6.01,False,False,False,992.07,B
2025-04-01,PRD-00047,WH-001,0,0.0,4.53,True,False,False,0.0,C
2025-04-01,PRD-00048,WH-003,239,27.9,8.56,False,False,False,1163.93,B
2025-04-01,PRD-00049,WH-001,714,100.4,7.11,False,False,False,7561.26,A
2025-04-01,PRD-00050,WH-001,647,90.2,7.17,False,False,False,6437.65,A
2025-05-01,PRD-00001,WH-001,0,0.0,8.47,True,False,False,0.0,B
2025-05-01,PRD-00002,WH-002,597,115.8,5.15,False,True,False,1928.31,C
2025-05-01,PRD-00003,WH-003,392,43.7,8.98,False,False,False,1720.88,B
2025-05-01,PRD-00004,WH-003,254,41.3,6.15,False,False,False,3159.76,A
2025-05-01,PRD-00005,WH-002,372,52.7,7.05,False,False,False,2086.92,B
2025-05-01,PRD-00006,WH-002,290,54.5,5.32,False,False,False,2244.6,B
2025-05-01,PRD-00007,WH-003,732,107.8,6.79,False,False,False,7642.08,A
2025-05-01,PRD-00008,WH-001,279,61.1,4.57,False,False,False,1046.25,C
2025-05-01,PRD-00009,WH-003,219,27.0,8.12,False,False,False,1057.77,B
2025-05-01,PRD-00010,WH-002,0,0.0,6.19,True,False,False,0.0,C
2025-05-01,PRD-00011,WH-002,794,142.3,5.58,False,False,False,10393.46,A
2025-05-01,PRD-00012,WH-003,1064,115.1,9.24,False,False,False,8852.48,A
2025-05-01,PRD-00013,WH-003,30,3.8,7.89,False,False,True,284.1,A
2025-05-01,PRD-00014,WH-001,230,24.3,9.48,False,False,False,1715.8,A
2025-05-01,PRD-00015,WH-002,81,11.6,6.99,False,False,False,198.45,C
2025-05-01,PRD-00016,WH-001,406,55.6,7.3,False,False,False,1713.32,B
2025-05-01,PRD-00017,WH-002,77,16.5,4.68,False,False,False,1086.47,A
2025-05-01,PRD-00018,WH-002,1,0.2,4.18,False,False,True,16.14,A
2025-05-01,PRD-00019,WH-001,184,36.4,5.05,False,False,False,450.8,C
2025-05-01,PRD-00020,WH-003,153,20.1,7.63,False,False,False,1219.41,A
2025-05-01,PRD-00021,WH-002,472,82.9,5.7,False,False,False,4701.12,A
2025-05-01,PRD-00022,WH-002,353,85.4,4.13,False,False,False,938.98,C
2025-05-01,PRD-00023,WH-002,767,114.6,6.69,False,False,False,3252.08,B
2025-05-01,PRD-00024,WH-001,283,53.7,5.27,False,False,False,1726.3,B
2025-05-01,PRD-00025,WH-001,7,1.0,7.15,False,False,True,57.82,A
2025-05-01,PRD-00026,WH-002,523,95.4,5.48,False,False,False,6255.08,A
2025-05-01,PRD-00027,WH-001,144,29.7,4.85,False,False,False,1604.16,A
2025-05-01,PRD-00028,WH-002,296,34.5,8.59,False,False,False,2291.04,A
2025-05-01,PRD-00029,WH-001,416,93.2,4.46,False,True,False,1539.2,C
2025-05-01,PRD-00030,WH-003,705,79.4,8.88,False,False,False,5153.55,A
2025-05-01,PRD-00031,WH-002,643,99.9,6.44,False,False,False,3523.64,B
2025-05-01,PRD-00032,WH-003,234,24.7,9.48,False,False,False,374.4,C
2025-05-01,PRD-00033,WH-002,0,0.0,8.03,True,False,False,0.0,A
2025-05-01,PRD-00034,WH-002,20,3.6,5.51,False,False,False,51.6,C
2025-05-01,PRD-00035,WH-002,97,12.2,7.97,False,False,True,859.42,A
2025-05-01,PRD-00036,WH-002,25,4.1,6.07,False,False,False,155.5,B
2025-05-01,PRD-00037,WH-001,465,72.3,6.44,False,False,False,2817.9,B
2025-05-01,PRD-00038,WH-002,293,109.1,2.68,False,False,False,5549.42,A
2025-05-01,PRD-00039,WH-001,172,82.2,2.09,False,False,False,4728.28,A
2025-05-01,PRD-00040,WH-003,1073,163.7,6.55,False,False,False,6824.28,A
2025-05-01,PRD-00041,WH-003,246,92.3,2.66,False,False,False,4435.38,A
2025-05-01,PRD-00042,WH-002,116,55.5,2.09,False,False,False,2359.44,A
2025-05-01,PRD-00043,WH-002,363,69.3,5.24,False,False,False,3630.0,A
2025-05-01,PRD-00044,WH-001,0,0.0,2.02,True,False,False,0.0,A
2025-05-01,PRD-00045,WH-003,255,104.4,2.44,False,False,False,4628.25,A
2025-05-01,PRD-00046,WH-001,548,86.6,6.33,False,False,False,3600.36,B
2025-05-01,PRD-00047,WH-001,79,16.6,4.77,False,False,False,288.35,C
2025-05-01,PRD-00048,WH-002,515,57.2,9.01,False,False,False,2508.05,B
2025-05-01,PRD-00049,WH-002,370,49.4,7.49,False,False,False,3918.3,A
2025-05-01,PRD-00050,WH-001,524,69.4,7.55,False,False,False,5213.8,A
2025-06-01,PRD-00001,WH-003,627,70.5,8.9,False,False,False,3103.65,B
2025-06-01,PRD-00002,WH-001,417,77.0,5.41,False,False,False,1346.91,C
2025-06-01,PRD-00003,WH-002,80,8.5,9.43,False,False,False,351.2,B
2025-06-01,PRD-00004,WH-002,244,37.8,6.45,False,False,False,3035.36,A
2025-06-01,PRD-00005,WH-002,968,130.7,7.4,False,False,False,5430.48,B
2025-06-01,PRD-00006,WH-003,122,21.8,5.59,False,False,False,944.28,B
2025-06-01,PRD-00007,WH-001,537,75.4,7.13,False,False,False,5606.28,A
2025-06-01,PRD-00008,WH-001,684,142.7,4.79,False,True,False,2565.0,C
2025-06-01,PRD-00009,WH-003,910,106.8,8.52,False,False,False,4395.3,B
2025-06-01,PRD-00010,WH-003,174,26.8,6.5,False,False,False,468.06,C
2025-06-01,PRD-00011,WH-003,458,78.2,5.86,False,False,False,5995.22,A
2025-06-01,PRD-00012,WH-002,470,48.4,9.7,False,False,False,3910.4,A
2025-06-01,PRD-00013,WH-001,393,47.4,8.29,False,False,False,3721.71,A
2025-06-01,PRD-00014,WH-002,1007,101.1,9.96,False,False,False,7512.22,A
2025-06-01,PRD-00015,WH-003,12,1.6,7.34,False,False,False,29.4,C
2025-06-01,PRD-00016,WH-002,309,40.3,7.66,False,False,False,1303.98,B
2025-06-01,PRD-00017,WH-001,558,113.6,4.91,False,False,False,7873.38,A
2025-06-01,PRD-00018,WH-002,0,0.0,4.39,True,False,False,0.0,A
2025-06-01,PRD-00019,WH-002,179,33.8,5.3,False,False,False,438.55,C
2025-06-01,PRD-00020,WH-002,902,112.6,8.01,False,False,False,7188.94,A
2025-06-01,PRD-00021,WH-001,701,117.2,5.98,False,False,False,6981.96,A
2025-06-01,PRD-00022,WH-002,795,183.2,4.34,False,True,False,2114.7,C
2025-06-01,PRD-00023,WH-003,45,6.4,7.03,False,False,False,190.8,B
2025-06-01,PRD-00024,WH-003,200,36.1,5.54,False,False,False,1220.0,B
2025-06-01,PRD-00025,WH-003,0,0.0,7.51,True,False,False,0.0,A
2025-06-01,PRD-00026,WH-002,706,122.6,5.76,False,False,False,8443.76,A
2025-06-01,PRD-00027,WH-001,228,44.8,5.09,False,False,False,2539.92,A
2025-06-01,PRD-00028,WH-001,1033,114.6,9.02,False,False,False,7995.42,A
2025-06-01,PRD-00029,WH-002,296,63.1,4.69,False,False,False,1095.2,C
2025-06-01,PRD-00030,WH-001,351,37.6,9.33,False,False,False,2565.81,A
2025-06-01,PRD-00031,WH-002,285,42.2,6.76,False,False,False,1561.8,B
2025-06-01,PRD-00032,WH-002,319,32.1,9.95,False,False,False,510.4,C
2025-06-01,PRD-00033,WH-001,479,56.8,8.43,False,False,False,4071.5,A
2025-06-01,PRD-00034,WH-001,738,127.6,5.79,False,True,False,1904.04,C
2025-06-01,PRD-00035,WH-003,0,0.0,8.37,True,False,False,0.0,A
2025-06-01,PRD-00036,WH-003,130,20.4,6.37,False,False,False,808.6,B
2025-06-01,PRD-00037,WH-001,241,35.7,6.76,False,False,False,1460.46,B
2025-06-01,PRD-00038,WH-001,427,151.5,2.82,False,False,False,8087.38,A
2025-06-01,PRD-00039,WH-002,7,3.2,2.2,False,False,True,192.43,A
2025-06-01,PRD-00040,WH-003,469,68.1,6.88,False,False,False,2982.84,A
2025-06-01,PRD-00041,WH-002,203,72.6,2.8,False,False,False,3660.09,A
2025-06-01,PRD-00042,WH-001,206,93.8,2.2,False,False,False,4190.04,A
2025-06-01,PRD-00043,WH-001,427,77.6,5.5,False,False,False,4270.0,A
2025-06-01,PRD-00044,WH-001,0,0.0,2.12,True,False,False,0.0,A
2025-06-01,PRD-00045,WH-003,0,0.0,2.57,True,False,False,0.0,A
2025-06-01,PRD-00046,WH-002,733,110.3,6.65,False,False,False,4815.81,B
2025-06-01,PRD-00047,WH-001,460,91.8,5.01,False,True,False,1679.0,C
2025-06-01,PRD-00048,WH-002,318,33.6,9.46,False,False,False,1548.66,B
2025-06-01,PRD-00049,WH-003,935,118.9,7.86,False,False,False,9901.65,A
2025-06-01,PRD-00050,WH-001,551,69.5,7.93,False,False,False,5482.45,A
2025-07-01,PRD-00001,WH-002,0,0.0,9.32,True,False,False,0.0,B
2025-07-01,PRD-00002,WH-001,332,58.6,5.67,False,False,False,1072.36,C
2025-07-01,PRD-00003,WH-002,306,31.0,9.87,False,False,False,1343.34,B
2025-07-01,PRD-00004,WH-002,206,30.5,6.76,False,False,False,2562.64,A
2025-07-01,PRD-00005,WH-002,51,6.6,7.76,False,False,False,286.11,B
2025-07-01,PRD-00006,WH-003,113,19.3,5.85,False,False,False,874.62,B
2025-07-01,PRD-00007,WH-001,621,83.2,7.47,False,False,False,6483.24,A
2025-07-01,PRD-00008,WH-003,76,15.1,5.02,False,False,False,285.0,C
2025-07-01,PRD-00009,WH-001,25,2.8,8.93,False,False,False,120.75,B
2025-07-01,PRD-00010,WH-001,192,28.2,6.81,False,False,False,516.48,C
2025-07-01,PRD-00011,WH-003,947,154.3,6.14,False,False,False,12396.23,A
2025-07-01,PRD-00012,WH-001,661,65.0,10.16,False,False,False,5499.52,A
2025-07-01,PRD-00013,WH-001,24,2.8,8.68,False,False,True,227.28,A
2025-07-01,PRD-00014,WH-003,266,25.5,10.43,False,False,False,1984.36,A
2025-07-01,PRD-00015,WH-001,633,82.3,7.69,False,False,False,1550.85,C
2025-07-01,PRD-00016,WH-003,95,11.8,8.03,False,False,False,400.9,B
2025-07-01,PRD-00017,WH-003,167,32.5,5.15,False,False,False,2356.37,A
2025-07-01,PRD-00018,WH-001,0,0.0,4.6,True,False,False,0.0,A
2025-07-01,PRD-00019,WH-002,65,11.7,5.56,False,False,False,159.25,C
2025-07-01,PRD-00020,WH-001,686,81.8,8.39,False,False,False,5467.42,A
2025-07-01,PRD-00021,WH-001,20,3.2,6.27,False,False,True,199.2,A
2025-07-01,PRD-00022,WH-002,0,0.0,4.55,True,False,False,0.0,C
2025-07-01,PRD-00023,WH-003,117,15.9,7.36,False,False,False,496.08,B
2025-07-01,PRD-00024,WH-002,53,9.1,5.8,False,False,False,323.3,B
2025-07-01,PRD-00025,WH-001,259,32.9,7.86,False,False,False,2139.34,A
2025-07-01,PRD-00026,WH-003,79,13.1,6.03,False,False,True,944.84,A
2025-07-01,PRD-00027,WH-001,495,92.8,5.33,False,False,False,5514.3,A
2025-07-01,PRD-00028,WH-003,412,43.6,9.45,False,False,False,3188.88,A
2025-07-01,PRD-00029,WH-001,283,57.6,4.91,False,False,False,1047.1,C
2025-07-01,PRD-00030,WH-003,582,59.6,9.77,False,False,False,4254.42,A
2025-07-01,PRD-00031,WH-001,206,29.1,7.08,False,False,False,1128.88,B
2025-07-01,PRD-00032,WH-003,440,42.2,10.43,False,False,False,704.0,C
2025-07-01,PRD-00033,WH-003,464,52.5,8.83,False,False,False,3944.0,A
2025-07-01,PRD-00034,WH-002,85,14.0,6.06,False,False,False,219.3,C
2025-07-01,PRD-00035,WH-002,0,0.0,8.77,True,False,False,0.0,A
2025-07-01,PRD-00036,WH-001,0,0.0,6.67,True,False,False,0.0,B
2025-07-01,PRD-00037,WH-001,83,11.7,7.08,False,False,False,502.98,B
2025-07-01,PRD-00038,WH-001,285,96.5,2.95,False,False,False,5397.9,A
2025-07-01,PRD-00039,WH-002,57,24.8,2.3,False,False,False,1566.93,A
2025-07-01,PRD-00040,WH-001,436,60.5,7.21,False,False,False,2772.96,A
2025-07-01,PRD-00041,WH-002,141,48.1,2.93,False,False,False,2542.23,A
2025-07-01,PRD-00042,WH-001,121,52.6,2.3,False,False,False,2461.14,A
2025-07-01,PRD-00043,WH-003,0,0.0,5.76,True,False,False,0.0,A
2025-07-01,PRD-00044,WH-003,0,0.0,2.23,True,False,False,0.0,A
2025-07-01,PRD-00045,WH-002,0,0.0,2.69,True,False,False,0.0,A
2025-07-01,PRD-00046,WH-001,214,30.7,6.96,False,False,False,1405.98,B
2025-07-01,PRD-00047,WH-003,100,19.0,5.25,False,False,False,365.0,C
2025-07-01,PRD-00048,WH-001,0,0.0,9.91,True,False,False,0.0,B
2025-07-01,PRD-00049,WH-001,904,109.8,8.24,False,False,False,9573.36,A
2025-07-01,PRD-00050,WH-003,683,82.2,8.31,False,False,False,6795.85,A
2025-08-01,PRD-00001,WH-001,859,96.5,8.9,False,False,False,4252.05,B
2025-08-01,PRD-00002,WH-002,284,52.5,5.41,False,False,False,917.32,C
2025-08-01,PRD-00003,WH-003,687,72.9,9.43,False,False,False,3015.93,B
2025-08-01,PRD-00004,WH-003,553,85.7,6.45,False,False,False,6879.32,A
2025-08-01,PRD-00005,WH-002,725,97.9,7.4,False,False,False,4067.25,B
2025-08-01,PRD-00006,WH-001,194,34.7,5.59,False,False,False,1501.56,B
2025-08-01,PRD-00007,WH-002,682,95.7,7.13,False,False,False,7120.08,A
2025-08-01,PRD-00008,WH-001,57,11.9,4.79,False,False,False,213.75,C
2025-08-01,PRD-00009,WH-002,0,0.0,8.52,True,False,False,0.0,B
2025-08-01,PRD-00010,WH-002,239,36.8,6.5,False,False,False,642.91,C
2025-08-01,PRD-00011,WH-001,1208,206.2,5.86,False,False,False,15812.72,A
2025-08-01,PRD-00012,WH-001,307,31.6,9.7,False,False,False,2554.24,A
2025-08-01,PRD-00013,WH-002,0,0.0,8.29,True,False,False,0.0,A
2025-08-01,PRD-00014,WH-001,855,85.9,9.96,False,False,False,6378.3,A
2025-08-01,PRD-00015,WH-002,181,24.7,7.34,False,False,False,443.45,C
2025-08-01,PRD-00016,WH-002,339,44.2,7.66,False,False,False,1430.58,B
2025-08-01,PRD-00017,WH-002,0,0.0,4.91,True,False,False,0.0,A
2025-08-01,PRD-00018,WH-002,0,0.0,4.39,True,False,False,0.0,A
2025-08-01,PRD-00019,WH-003,389,73.4,5.3,False,False,False,953.05,C
2025-08-01,PRD-00020,WH-002,153,19.1,8.01,False,False,False,1219.41,A
2025-08-01,PRD-00021,WH-001,1287,215.2,5.98,False,False,False,12818.52,A
2025-08-01,PRD-00022,WH-003,799,184.2,4.34,False,True,False,2125.34,C
2025-08-01,PRD-00023,WH-002,131,18.6,7.03,False,False,False,555.44,B
2025-08-01,PRD-00024,WH-003,105,19.0,5.54,False,False,False,640.5,B
2025-08-01,PRD-00025,WH-001,0,0.0,7.51,True,False,False,0.0,A
2025-08-01,PRD-00026,WH-002,393,68.2,5.76,False,False,False,4700.28,A
2025-08-01,PRD-00027,WH-001,579,113.8,5.09,False,False,False,6450.06,A
2025-08-01,PRD-00028,WH-002,1061,117.7,9.02,False,False,False,8212.14,A
2025-08-01,PRD-00029,WH-003,0,0.0,4.69,True,False,False,0.0,C
2025-08-01,PRD-00030,WH-002,407,43.6,9.33,False,False,False,2975.17,A
2025-08-01,PRD-00031,WH-002,89,13.2,6.76,False,False,False,487.72,B
2025-08-01,PRD-00032,WH-003,347,34.9,9.95,False,False,False,555.2,C
2025-08-01,PRD-00033,WH-001,517,61.3,8.43,False,False,False,4394.5,A
2025-08-01,PRD-00034,WH-001,603,104.2,5.79,False,True,False,1555.74,C
2025-08-01,PRD-00035,WH-002,995,118.9,8.37,False,False,False,8815.7,A
2025-08-01,PRD-00036,WH-002,461,72.4,6.37,False,False,False,2867.42,B
2025-08-01,PRD-00037,WH-002,243,36.0,6.76,False,False,False,1472.58,B
2025-08-01,PRD-00038,WH-002,423,150.0,2.82,False,False,False,8011.62,A
2025-08-01,PRD-00039,WH-001,160,72.9,2.2,False,False,False,4398.4,A
2025-08-01,PRD-00040,WH-003,421,61.2,6.88,False,False,False,2677.56,A
2025-08-01,PRD-00041,WH-003,134,47.9,2.8,False,False,False,2416.02,A
2025-08-01,PRD-00042,WH-001,73,33.2,2.2,False,False,False,1484.82,A
2025-08-01,PRD-00043,WH-001,247,44.9,5.5,False,False,False,2470.0,A
2025-08-01,PRD-00044,WH-002,0,0.0,2.12,True,False,False,0.0,A
2025-08-01,PRD-00045,WH-002,82,32.0,2.57,False,False,False,1488.3,A
2025-08-01,PRD-00046,WH-003,0,0.0,6.65,True,False,False,0.0,B
