order_id,product_id,supplier_id,warehouse_id,quantity_ordered,unit_cost_gbp,total_cost_gbp,order_date,expected_delivery_date,actual_delivery_date,lead_time_days,transport_mode,weight_kg_total,is_urgent_order,order_status,supplier_name,country_of_origin,region,product_name,category_code,abc_class,unit_price_gbp,gross_margin_pct,origin_country,distance_km,emission_factor,weight_tonnes,carbon_kg_co2e,carbon_tonnes_co2e,carbon_per_unit_kg,reporting_period,scope_category,report_standard,defra_source,air_emission_factor,carbon_if_air_kg_co2e,carbon_saved_vs_air_kg
PO-000452,PRD-00025,SUP-003,WH-002,192,8.14,1562.88,2024-02-05,2024-03-11,2024-03-13,35,SEA,55.1,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.0551,17.1912,0.017191,0.089537,2024-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,646.8189,629.6277
PO-000453,PRD-00025,SUP-003,WH-002,192,8.15,1564.8,2024-03-05,2024-04-02,2024-04-04,28,SEA,55.1,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.0551,17.1912,0.017191,0.089537,2024-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,646.8189,629.6277
PO-000454,PRD-00025,SUP-003,WH-001,192,8.17,1568.64,2024-04-05,2024-05-03,2024-05-05,28,SEA,55.1,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.0551,17.1912,0.017191,0.089537,2024-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,646.8189,629.6277
PO-000455,PRD-00025,SUP-003,WH-003,192,8.33,1599.36,2024-05-03,2024-06-07,2024-06-06,35,SEA,55.1,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.0551,17.1912,0.017191,0.089537,2024-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,646.8189,629.6277
PO-000456,PRD-00025,SUP-003,WH-003,240,8.11,1946.4,2024-06-02,2024-06-21,2024-06-22,19,SEA,68.88,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.06888,21.4906,0.021491,0.089544,2024-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,808.5823,787.0917
PO-000457,PRD-00025,SUP-003,WH-001,240,8.56,2054.4,2024-07-03,2024-07-28,2024-07-30,25,SEA,68.88,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.06888,21.4906,0.021491,0.089544,2024-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,808.5823,787.0917
PO-000458,PRD-00025,SUP-003,WH-002,240,8.37,2008.8,2024-08-06,2024-08-26,2024-08-27,20,SEA,68.88,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.06888,21.4906,0.021491,0.089544,2024-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,808.5823,787.0917
PO-000459,PRD-00025,SUP-003,WH-001,192,8.25,1584.0,2024-09-04,2024-09-29,2024-09-29,25,SEA,55.1,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.0551,17.1912,0.017191,0.089537,2024-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,646.8189,629.6277
PO-000460,PRD-00025,SUP-003,WH-001,240,7.99,1917.6,2024-10-07,2024-11-03,2024-11-06,27,SEA,68.88,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.06888,21.4906,0.021491,0.089544,2024-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,808.5823,787.0917
PO-000461,PRD-00025,SUP-003,WH-002,288,8.09,2329.92,2024-11-07,2024-11-30,2024-12-02,23,SEA,82.66,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.08266,25.7899,0.02579,0.089548,2024-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,970.3457,944.5558
PO-000462,PRD-00025,SUP-003,WH-002,336,8.27,2778.72,2024-12-03,2025-01-18,2025-01-21,46,SEA,96.43,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.09643,30.0862,0.030086,0.089542,2025-01,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,1131.9918,1101.9056
PO-000463,PRD-00025,SUP-003,WH-003,144,8.15,1173.6,2025-01-01,2025-01-21,2025-01-23,20,SEA,41.33,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.04133,12.895,0.012895,0.089549,2025-01,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,485.1729,472.2779
PO-000464,PRD-00025,SUP-003,WH-001,144,8.23,1185.12,2025-01-30,2025-02-26,2025-02-25,27,SEA,41.33,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.04133,12.895,0.012895,0.089549,2025-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,485.1729,472.2779
PO-000465,PRD-00025,SUP-003,WH-002,192,8.3,1593.6,2025-03-03,2025-03-31,2025-04-01,28,SEA,55.1,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.0551,17.1912,0.017191,0.089537,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,646.8189,629.6277
PO-000466,PRD-00025,SUP-003,WH-002,192,8.05,1545.6,2025-04-05,2025-05-02,2025-05-02,27,SEA,55.1,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.0551,17.1912,0.017191,0.089537,2025-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,646.8189,629.6277
PO-000467,PRD-00025,SUP-003,WH-002,192,8.24,1582.08,2025-05-06,2025-06-01,2025-05-31,26,SEA,55.1,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.0551,17.1912,0.017191,0.089537,2025-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,646.8189,629.6277
PO-000468,PRD-00025,SUP-003,WH-002,240,8.3,1992.0,2025-06-05,2025-06-30,2025-07-03,25,SEA,68.88,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.06888,21.4906,0.021491,0.089544,2025-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,808.5823,787.0917
PO-000469,PRD-00025,SUP-003,WH-001,240,8.41,2018.4,2025-07-05,2025-08-26,2025-08-29,52,SEA,68.88,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.06888,21.4906,0.021491,0.089544,2025-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,808.5823,787.0917
PO-000470,PRD-00025,SUP-003,WH-001,240,8.12,1948.8,2025-08-06,2025-09-01,2025-09-01,26,SEA,68.88,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.06888,21.4906,0.021491,0.089544,2025-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,808.5823,787.0917
PO-000471,PRD-00025,SUP-003,WH-003,192,7.99,1534.08,2025-09-10,2025-09-28,2025-09-28,18,SEA,55.1,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.0551,17.1912,0.017191,0.089537,2025-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,646.8189,629.6277
PO-000472,PRD-00025,SUP-003,WH-001,240,8.19,1965.6,2025-10-11,2025-11-06,2025-11-06,26,SEA,68.88,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.06888,21.4906,0.021491,0.089544,2025-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,808.5823,787.0917
PO-000473,PRD-00025,SUP-003,WH-002,288,8.22,2367.36,2025-11-14,2025-12-03,2025-12-05,19,SEA,82.66,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Toothpaste Whitening 100ml,PCA,A,12.59,34.4,China,19500.0,0.016,0.08266,25.7899,0.02579,0.089548,2025-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,970.3457,944.5558
PO-000475,PRD-00026,SUP-002,WH-003,120,11.59,1390.8,2024-01-04,2024-01-16,2024-01-19,12,ROAD,25.92,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.025920000000000002,2.8512,0.002851,0.02376,2024-01,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,17.1642,14.313
PO-000476,PRD-00026,SUP-002,WH-001,120,12.03,1443.6,2024-02-05,2024-02-13,2024-02-12,8,ROAD,25.92,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.025920000000000002,2.8512,0.002851,0.02376,2024-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,17.1642,14.313
PO-000477,PRD-00026,SUP-002,WH-001,144,11.52,1658.88,2024-03-03,2024-03-11,2024-03-11,8,ROAD,31.1,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.031100000000000003,3.421,0.003421,0.023757,2024-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,20.5944,17.1734
PO-000478,PRD-00026,SUP-002,WH-001,144,11.99,1726.56,2024-03-28,2024-04-07,2024-04-06,10,ROAD,31.1,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.031100000000000003,3.421,0.003421,0.023757,2024-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,20.5944,17.1734
PO-000479,PRD-00026,SUP-002,WH-003,168,12.23,2054.64,2024-05-02,2024-05-10,2024-05-12,8,ROAD,36.29,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.036289999999999996,3.9919,0.003992,0.023761,2024-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,24.0312,20.0393
PO-000480,PRD-00026,SUP-002,WH-002,168,11.68,1962.24,2024-05-29,2024-06-08,2024-06-11,10,ROAD,36.29,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.036289999999999996,3.9919,0.003992,0.023761,2024-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,24.0312,20.0393
PO-000481,PRD-00026,SUP-002,WH-003,168,12.03,2021.04,2024-06-27,2024-07-07,2024-07-09,10,ROAD,36.29,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.036289999999999996,3.9919,0.003992,0.023761,2024-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,24.0312,20.0393
PO-000482,PRD-00026,SUP-002,WH-002,192,11.51,2209.92,2024-07-24,2024-08-05,2024-08-05,12,ROAD,41.47,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.04147,4.5617,0.004562,0.023759,2024-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,27.4614,22.8997
PO-000483,PRD-00026,SUP-002,WH-002,168,12.06,2026.08,2024-08-22,2024-09-01,2024-09-03,10,ROAD,36.29,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.036289999999999996,3.9919,0.003992,0.023761,2024-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,24.0312,20.0393
PO-000484,PRD-00026,SUP-002,WH-001,168,11.81,1984.08,2024-09-20,2024-10-01,2024-10-02,11,ROAD,36.29,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.036289999999999996,3.9919,0.003992,0.023761,2024-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,24.0312,20.0393
PO-000485,PRD-00026,SUP-002,WH-002,192,11.98,2300.16,2024-10-17,2024-10-24,2024-10-23,7,ROAD,41.47,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.04147,4.5617,0.004562,0.023759,2024-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,27.4614,22.8997
PO-000486,PRD-00026,SUP-002,WH-003,216,11.74,2535.84,2024-11-18,2024-11-28,2024-11-30,10,ROAD,46.66,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.04665999999999999,5.1326,0.005133,0.023762,2024-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,30.8983,25.7657
PO-000487,PRD-00026,SUP-002,WH-003,240,11.73,2815.2,2024-12-15,2024-12-24,2024-12-23,9,ROAD,51.84,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.051840000000000004,5.7024,0.005702,0.02376,2024-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,34.3284,28.626
PO-000488,PRD-00026,SUP-002,WH-002,120,11.96,1435.2,2025-01-14,2025-01-21,2025-01-21,7,ROAD,25.92,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.025920000000000002,2.8512,0.002851,0.02376,2025-01,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,17.1642,14.313
PO-000489,PRD-00026,SUP-002,WH-003,120,11.92,1430.4,2025-02-12,2025-02-21,2025-02-24,9,ROAD,25.92,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.025920000000000002,2.8512,0.002851,0.02376,2025-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,17.1642,14.313
PO-000490,PRD-00026,SUP-002,WH-001,144,11.75,1692.0,2025-03-15,2025-03-24,2025-03-25,9,ROAD,31.1,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.031100000000000003,3.421,0.003421,0.023757,2025-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,20.5944,17.1734
PO-000491,PRD-00026,SUP-002,WH-003,144,11.91,1715.04,2025-04-10,2025-04-19,2025-04-22,9,ROAD,31.1,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.031100000000000003,3.421,0.003421,0.023757,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,20.5944,17.1734
PO-000492,PRD-00026,SUP-002,WH-001,168,12.19,2047.92,2025-05-05,2025-05-15,2025-05-15,10,ROAD,36.29,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.036289999999999996,3.9919,0.003992,0.023761,2025-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,24.0312,20.0393
PO-000493,PRD-00026,SUP-002,WH-003,168,11.94,2005.92,2025-05-31,2025-06-09,2025-06-11,9,ROAD,36.29,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.036289999999999996,3.9919,0.003992,0.023761,2025-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,24.0312,20.0393
PO-000494,PRD-00026,SUP-002,WH-001,192,11.65,2236.8,2025-07-01,2025-07-08,2025-07-11,7,ROAD,41.47,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.04147,4.5617,0.004562,0.023759,2025-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,27.4614,22.8997
PO-000495,PRD-00026,SUP-002,WH-001,192,11.88,2280.96,2025-07-28,2025-08-04,2025-08-03,7,ROAD,41.47,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.04147,4.5617,0.004562,0.023759,2025-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,27.4614,22.8997
PO-000496,PRD-00026,SUP-002,WH-001,168,11.87,1994.16,2025-08-30,2025-09-08,2025-09-07,9,ROAD,36.29,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.036289999999999996,3.9919,0.003992,0.023761,2025-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,24.0312,20.0393
PO-000497,PRD-00026,SUP-002,WH-001,192,11.83,2271.36,2025-10-03,2025-10-11,2025-10-13,8,ROAD,41.47,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.04147,4.5617,0.004562,0.023759,2025-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,27.4614,22.8997
PO-000498,PRD-00026,SUP-002,WH-003,216,11.6,2505.6,2025-11-02,2025-11-10,2025-11-10,8,ROAD,46.66,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.04665999999999999,5.1326,0.005133,0.023762,2025-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,30.8983,25.7657
PO-000499,PRD-00026,SUP-002,WH-002,240,11.88,2851.2,2025-12-06,2025-12-17,2025-12-16,11,ROAD,51.84,False,DELIVERED,EuroFast GmbH,Germany,EUROPEAN,Mouthwash Fresh Mint 500ml,PCA,A,16.41,27.1,Germany,1100.0,0.1,0.051840000000000004,5.7024,0.005702,0.02376,2025-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,34.3284,28.626
PO-000500,PRD-00027,SUP-003,WH-002,108,11.17,1206.36,2024-01-06,2024-02-02,2024-02-03,27,SEA,31.86,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.03186,9.9403,0.00994,0.09204,2024-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,374.0045,364.0642
PO-000501,PRD-00027,SUP-003,WH-001,120,11.27,1352.4,2024-02-09,2024-03-05,2024-03-07,25,SEA,35.4,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.0354,11.0448,0.011045,0.09204,2024-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,415.5606,404.5158
PO-000502,PRD-00027,SUP-003,WH-002,132,11.3,1491.6,2024-03-12,2024-04-02,2024-04-02,21,SEA,38.94,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.038939999999999995,12.1493,0.012149,0.09204,2024-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,457.1167,444.9674
PO-000503,PRD-00027,SUP-003,WH-003,144,11.14,1604.16,2024-04-11,2024-05-02,2024-05-01,21,SEA,42.48,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.04248,13.2538,0.013254,0.09204,2024-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,498.6727,485.4189
PO-000504,PRD-00027,SUP-003,WH-002,144,11.13,1602.72,2024-05-12,2024-06-02,2024-06-03,21,SEA,42.48,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.04248,13.2538,0.013254,0.09204,2024-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,498.6727,485.4189
PO-000505,PRD-00027,SUP-003,WH-001,156,11.18,1744.08,2024-06-06,2024-07-02,2024-07-01,26,SEA,46.02,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.046020000000000005,14.3582,0.014358,0.09204,2024-07,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,540.2288,525.8706
PO-000506,PRD-00027,SUP-003,WH-002,156,11.28,1759.68,2024-07-05,2024-08-08,2024-08-09,34,SEA,46.02,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.046020000000000005,14.3582,0.014358,0.09204,2024-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,540.2288,525.8706
PO-000507,PRD-00027,SUP-003,WH-002,156,11.09,1730.04,2024-07-30,2024-08-23,2024-08-26,24,SEA,46.02,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.046020000000000005,14.3582,0.014358,0.09204,2024-08,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,540.2288,525.8706
PO-000508,PRD-00027,SUP-003,WH-002,156,11.28,1759.68,2024-08-29,2024-09-20,2024-09-23,22,SEA,46.02,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.046020000000000005,14.3582,0.014358,0.09204,2024-09,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,540.2288,525.8706
PO-000509,PRD-00027,SUP-003,WH-001,144,10.95,1576.8,2024-09-28,2024-10-24,2024-10-23,26,SEA,42.48,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.04248,13.2538,0.013254,0.09204,2024-10,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,498.6727,485.4189
PO-000510,PRD-00027,SUP-003,WH-002,156,11.53,1798.68,2024-10-30,2024-11-26,2024-11-29,27,SEA,46.02,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.046020000000000005,14.3582,0.014358,0.09204,2024-11,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,540.2288,525.8706
PO-000511,PRD-00027,SUP-003,WH-001,192,11.67,2240.64,2024-11-25,2024-12-15,2024-12-18,20,SEA,56.64,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.05664,17.6717,0.017672,0.09204,2024-12,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,664.897,647.2253
PO-000512,PRD-00027,SUP-003,WH-002,216,11.38,2458.08,2024-12-20,2025-02-02,2025-02-01,44,SEA,63.72,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.06372,19.8806,0.019881,0.09204,2025-02,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,748.0091,728.1285
PO-000513,PRD-00027,SUP-003,WH-003,108,11.21,1210.68,2025-01-20,2025-03-02,2025-03-01,41,SEA,31.86,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.03186,9.9403,0.00994,0.09204,2025-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,374.0045,364.0642
PO-000514,PRD-00027,SUP-003,WH-003,120,11.41,1369.2,2025-02-17,2025-03-12,2025-03-15,23,SEA,35.4,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.0354,11.0448,0.011045,0.09204,2025-03,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,415.5606,404.5158
PO-000515,PRD-00027,SUP-003,WH-002,132,10.83,1429.56,2025-03-15,2025-04-03,2025-04-06,19,SEA,38.94,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.038939999999999995,12.1493,0.012149,0.09204,2025-04,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,457.1167,444.9674
PO-000516,PRD-00027,SUP-003,WH-001,144,11.24,1618.56,2025-04-10,2025-05-07,2025-05-06,27,SEA,42.48,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.04248,13.2538,0.013254,0.09204,2025-05,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,498.6727,485.4189
PO-000517,PRD-00027,SUP-003,WH-003,144,11.31,1628.64,2025-05-05,2025-06-14,2025-06-15,40,SEA,42.48,False,DELIVERED,AsiaSource Co,China,INTERCONTINENTAL,Cotton Buds 200-Pack,PCA,A,18.57,40.0,China,19500.0,0.016,0.04248,13.2538,0.013254,0.09204,2025-06,4,UK SRS 2026,DEFRA GHG Conversion Factors 2025,0.602,498.6727,485.4189
